# SignalP-5.0	Organism: euk	Timestamp: 20260407200058
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q0WEW7	OTHER	0.340445	0.659555	
Q0WEX3	OTHER	0.002251	0.997749	
Q0WEY0	OTHER	0.002282	0.997718	
Q0WF08	SP(Sec/SPI)	0.938654	0.061346	CS pos: 30-31. ANA-GN. Pr: 0.8955
Q0WF20	SP(Sec/SPI)	0.985847	0.014153	CS pos: 20-21. SSA-TN. Pr: 0.4001
Q0WF30	OTHER	0.003925	0.996075	
Q0WF35	OTHER	0.004355	0.995645	
Q0WF42	OTHER	0.003128	0.996872	
Q0WF59	OTHER	0.001596	0.998404	
Q0WF65	OTHER	0.005857	0.994143	
Q0WF67	OTHER	0.001013	0.998987	
Q0WF68	OTHER	0.004020	0.995980	
Q0WF94	OTHER	0.160440	0.839560	
Q0WFC1	OTHER	0.000936	0.999064	
Q0WFC5	SP(Sec/SPI)	0.997417	0.002583	CS pos: 20-21. TLA-AQ. Pr: 0.7878
Q0WFC6	SP(Sec/SPI)	0.922210	0.077790	CS pos: 22-23. ATA-SP. Pr: 0.7583
Q0WFE3	OTHER	0.000498	0.999502	
Q0WFE8	SP(Sec/SPI)	0.998557	0.001443	CS pos: 17-18. VSA-VT. Pr: 0.4482
Q0WFF5	SP(Sec/SPI)	0.997823	0.002177	CS pos: 18-19. TQA-LA. Pr: 0.4735
Q0WFG0	OTHER	0.213306	0.786694	
Q0WFG3	OTHER	0.000468	0.999532	
Q0WFI2	OTHER	0.000525	0.999475	
Q0WFL2	OTHER	0.001414	0.998586	
Q0WFQ9	OTHER	0.003464	0.996536	
Q0WFR1	SP(Sec/SPI)	0.978900	0.021100	CS pos: 22-23. VFS-LP. Pr: 0.9143
Q0WFR7	OTHER	0.000721	0.999279	
Q0WFS3	OTHER	0.001529	0.998471	
Q0WFT4	SP(Sec/SPI)	0.986432	0.013568	CS pos: 23-24. AYA-AG. Pr: 0.7574
Q0WFU5	OTHER	0.002476	0.997524	
Q0WFX8	OTHER	0.039792	0.960208	
Q0WFY1	OTHER	0.016791	0.983209	
Q0WFZ9	SP(Sec/SPI)	0.965326	0.034674	CS pos: 24-25. INA-AS. Pr: 0.8415
Q0WG65	OTHER	0.000675	0.999325	
Q0WG83	OTHER	0.000905	0.999095	
Q0WG84	OTHER	0.007061	0.992939	
Q0WG92	OTHER	0.001102	0.998898	
Q0WGA7	OTHER	0.265730	0.734270	
Q0WGA9	OTHER	0.223221	0.776779	
Q0WGB1	OTHER	0.000754	0.999246	
Q0WGB4	OTHER	0.001735	0.998265	
Q0WGC8	OTHER	0.000712	0.999288	
Q0WGF9	OTHER	0.001778	0.998222	
Q0WGL1	OTHER	0.000851	0.999149	
Q0WGN5	OTHER	0.117632	0.882368	
Q0WGN8	OTHER	0.028062	0.971938	
Q0WGQ5	SP(Sec/SPI)	0.988826	0.011174	CS pos: 26-27. VFA-AD. Pr: 0.9014
Q0WGR8	SP(Sec/SPI)	0.543305	0.456695	CS pos: 23-24. RFA-FT. Pr: 0.2668
Q0WGS4	OTHER	0.000592	0.999408	
Q0WGT2	OTHER	0.000828	0.999172	
Q0WGT3	OTHER	0.000727	0.999273	
Q0WGT5	OTHER	0.005407	0.994593	
Q0WGT7	OTHER	0.000232	0.999768	
Q0WGU6	SP(Sec/SPI)	0.992071	0.007929	CS pos: 22-23. ALS-DD. Pr: 0.4902
Q0WGV6	OTHER	0.005960	0.994040	
Q0WGW1	OTHER	0.000628	0.999372	
Q0WGW3	OTHER	0.001328	0.998672	
Q0WGX8	OTHER	0.006551	0.993449	
Q0WGX9	OTHER	0.009543	0.990457	
Q0WH61	SP(Sec/SPI)	0.994953	0.005047	CS pos: 20-21. ACA-SN. Pr: 0.4518
Q0WH67	SP(Sec/SPI)	0.552916	0.447084	CS pos: 26-27. TIA-DE. Pr: 0.3347
Q0WH71	OTHER	0.014137	0.985863	
Q0WH72	OTHER	0.460055	0.539945	
Q0WH80	OTHER	0.000737	0.999263	
Q0WHB7	OTHER	0.000419	0.999581	
Q0WHB9	OTHER	0.206193	0.793807	
Q0WHD5	OTHER	0.338273	0.661727	
Q0WHD7	SP(Sec/SPI)	0.993599	0.006401	CS pos: 19-20. GLA-AE. Pr: 0.6763
Q0WHF0	OTHER	0.001432	0.998568	
Q0WHH1	OTHER	0.016710	0.983290	
Q0WHH5	OTHER	0.002231	0.997769	
Q0WHI1	OTHER	0.071093	0.928907	
Q0WHI2	SP(Sec/SPI)	0.979145	0.020855	CS pos: 27-28. SHA-DT. Pr: 0.8018
Q0WHK4	OTHER	0.000876	0.999124	
Q0WHK7	OTHER	0.001447	0.998553	
Q0WHK8	OTHER	0.000499	0.999501	
Q0WHN1	OTHER	0.001445	0.998555	
Q0WHP4	OTHER	0.002527	0.997473	
Q0WHR7	OTHER	0.002166	0.997834	
Q0WHU3	OTHER	0.001777	0.998223	
Q0WHU7	OTHER	0.000387	0.999613	
Q0WHV7	OTHER	0.001635	0.998365	
Q0WHV8	OTHER	0.010110	0.989890	
Q0WI06	OTHER	0.015234	0.984766	
Q0WI29	OTHER	0.051189	0.948811	
Q0WI30	OTHER	0.002540	0.997460	
Q0WI40	SP(Sec/SPI)	0.750598	0.249402	CS pos: 27-28. ASA-QS. Pr: 0.5585
Q0WI51	OTHER	0.001643	0.998357	
Q0WI60	OTHER	0.001078	0.998922	
Q0WI61	OTHER	0.011608	0.988392	
Q0WI62	OTHER	0.025893	0.974107	
Q0WI65	OTHER	0.002266	0.997734	
Q0WI71	OTHER	0.003976	0.996024	
Q0WI72	OTHER	0.000772	0.999228	
Q0WI73	OTHER	0.000903	0.999097	
Q0WI78	OTHER	0.000826	0.999174	
Q0WI79	OTHER	0.002046	0.997954	
Q0WI81	OTHER	0.001047	0.998953	
Q0WI83	SP(Sec/SPI)	0.997112	0.002888	CS pos: 21-22. VSA-AE. Pr: 0.7518
Q0WI85	OTHER	0.000353	0.999647	
Q0WI86	SP(Sec/SPI)	0.971108	0.028892	CS pos: 25-26. VLA-ED. Pr: 0.9336
Q0WID6	OTHER	0.006371	0.993629	
Q0WID7	OTHER	0.005267	0.994733	
Q0WIG1	OTHER	0.024726	0.975274	
Q0WIG5	OTHER	0.001726	0.998274	
Q0WIH2	OTHER	0.001273	0.998727	
Q0WIH3	OTHER	0.000914	0.999086	
Q0WIH4	OTHER	0.005106	0.994894	
Q0WII0	OTHER	0.000551	0.999449	
Q0WIJ4	OTHER	0.000719	0.999281	
Q0WIJ7	OTHER	0.000500	0.999500	
Q0WIK0	OTHER	0.008685	0.991315	
Q0WIL8	SP(Sec/SPI)	0.842741	0.157259	CS pos: 29-30. ISA-NF. Pr: 0.6309
Q0WIM8	SP(Sec/SPI)	0.844383	0.155617	CS pos: 23-24. INS-EE. Pr: 0.6837
Q0WIN1	OTHER	0.004678	0.995322	
Q0WIN6	OTHER	0.000716	0.999284	
Q0WIP2	OTHER	0.000590	0.999410	
Q0WIQ4	OTHER	0.001546	0.998454	
Q0WIQ7	OTHER	0.017447	0.982553	
Q0WIS0	OTHER	0.000703	0.999297	
Q0WIS1	OTHER	0.008307	0.991693	
Q0WIS5	OTHER	0.263033	0.736967	
Q0WIS6	OTHER	0.095297	0.904703	
Q0WIT4	OTHER	0.002968	0.997032	
Q0WIU2	OTHER	0.001773	0.998227	
Q0WIV6	OTHER	0.001777	0.998223	
Q0WIV7	OTHER	0.000528	0.999472	
Q0WIW5	OTHER	0.000177	0.999823	
Q0WIX3	OTHER	0.019845	0.980155	
Q0WIX5	SP(Sec/SPI)	0.969325	0.030675	CS pos: 22-23. ANA-AI. Pr: 0.8144
Q0WIY7	SP(Sec/SPI)	0.777687	0.222313	CS pos: 16-17. AIA-EY. Pr: 0.4608
Q0WIZ4	OTHER	0.006760	0.993240	
Q0WJ13	OTHER	0.002708	0.997292	
Q0WJ28	OTHER	0.009477	0.990523	
Q0WJ32	OTHER	0.001592	0.998408	
Q0WJ45	OTHER	0.001072	0.998928	
Q0WJ60	OTHER	0.000953	0.999047	
Q0WJ96	OTHER	0.000365	0.999635	
Q0WJE5	OTHER	0.015293	0.984707	
Q0WJE9	OTHER	0.000364	0.999636	
Q0WJF6	OTHER	0.001130	0.998870	
Q0WJF7	OTHER	0.001895	0.998105	
Q0WJF8	OTHER	0.000928	0.999072	
Q0WJG1	OTHER	0.000267	0.999733	
Q0WJG4	OTHER	0.000291	0.999709	
Q0WJG6	OTHER	0.002586	0.997414	
Q0WJN6	OTHER	0.020051	0.979949	
Q0WJP3	OTHER	0.062256	0.937744	
Q0WJR1	OTHER	0.000485	0.999515	
Q0WJV8	OTHER	0.400519	0.599481	
Q0WJW8	OTHER	0.006584	0.993416	
Q0WJZ8	SP(Sec/SPI)	0.996755	0.003245	CS pos: 23-24. AWA-AC. Pr: 0.9666
Q0WK07	OTHER	0.003183	0.996817	
Q0WK11	OTHER	0.002412	0.997588	
Q0WK17	OTHER	0.041032	0.958968	
Q0WK31	OTHER	0.002120	0.997880	
Q0WK37	OTHER	0.017079	0.982921	
Q0WK38	OTHER	0.000666	0.999334	
Q0WK46	OTHER	0.007853	0.992147	
Q0WKD0	OTHER	0.052175	0.947825	
Q0WKD3	OTHER	0.001215	0.998785	
Q0WKD7	OTHER	0.005582	0.994418	
Q0WKF2	OTHER	0.000527	0.999473	
Q0WKF3	SP(Sec/SPI)	0.922777	0.077223	CS pos: 23-24. IFA-SP. Pr: 0.8275
Q0WKG1	OTHER	0.000526	0.999474	
Q0WKK0	OTHER	0.000525	0.999475	
Q0WKL0	OTHER	0.002668	0.997332	
Q0WKL1	OTHER	0.008697	0.991303	
Q0WKL3	OTHER	0.190516	0.809484	
Q0WKN1	OTHER	0.015231	0.984769	
Q0WKQ0	OTHER	0.346222	0.653778	
Q306L9	SP(Sec/SPI)	0.595824	0.404176	CS pos: 34-35. SQA-AI. Pr: 0.5018
Q306M1	SP(Sec/SPI)	0.996865	0.003135	CS pos: 22-23. SYA-AA. Pr: 0.6800
Q56938	OTHER	0.000599	0.999401	
Q56939	SP(Sec/SPI)	0.891011	0.108989	CS pos: 34-35. AMA-DT. Pr: 0.8174
Q56949	OTHER	0.001898	0.998102	
Q56950	OTHER	0.000779	0.999221	
Q56951	OTHER	0.001019	0.998981	
Q56975	OTHER	0.000940	0.999060	
Q56978	OTHER	0.222065	0.777935	
Q56987	OTHER	0.268886	0.731114	
Q57159	OTHER	0.001810	0.998190	
Q57285	SP(Sec/SPI)	0.995483	0.004517	CS pos: 19-20. GLA-EK. Pr: 0.9027
Q65AD6	OTHER	0.024071	0.975929	
Q65AD7	OTHER	0.001600	0.998400	
Q65AK0	OTHER	0.006163	0.993837	
Q65AM4	OTHER	0.036432	0.963568	
Q65AN6	SP(Sec/SPI)	0.995623	0.004377	CS pos: 21-22. CSS-RP. Pr: 0.4679
Q65AP2	OTHER	0.000363	0.999637	
Q65AQ0	OTHER	0.001140	0.998860	
Q65AR2	OTHER	0.000793	0.999207	
Q74PB3	OTHER	0.009445	0.990555	
Q74PK3	OTHER	0.172075	0.827925	
Q74PL1	OTHER	0.000643	0.999357	
Q74PS9	OTHER	0.000808	0.999192	
Q74PU2	OTHER	0.061591	0.938409	
Q74PW6	OTHER	0.000793	0.999207	
Q74PX1	OTHER	0.001155	0.998845	
Q74Q15	OTHER	0.002334	0.997666	
Q74Q19	OTHER	0.003514	0.996486	
Q74Q26	OTHER	0.002003	0.997997	
Q74Q57	OTHER	0.053179	0.946821	
Q74QI3	OTHER	0.020837	0.979163	
Q74QU7	OTHER	0.001486	0.998514	
Q74RA5	OTHER	0.002197	0.997803	
Q74RD6	OTHER	0.001062	0.998938	
Q74RE4	OTHER	0.002378	0.997622	
Q74RV5	OTHER	0.014974	0.985026	
Q74RW6	OTHER	0.398710	0.601290	
Q74RZ0	OTHER	0.466608	0.533392	
Q74S44	OTHER	0.000485	0.999515	
Q74S63	OTHER	0.054738	0.945262	
Q74SC7	OTHER	0.001647	0.998353	
Q74SD5	OTHER	0.032795	0.967205	
Q74T25	OTHER	0.034742	0.965258	
Q74T48	OTHER	0.002771	0.997229	
Q74T79	OTHER	0.003665	0.996335	
Q74TG6	OTHER	0.001621	0.998379	
Q74TJ4	OTHER	0.051940	0.948060	
Q74TL2	OTHER	0.016681	0.983319	
Q74TX9	OTHER	0.000883	0.999117	
Q74U18	OTHER	0.005451	0.994549	
Q74U25	OTHER	0.001534	0.998466	
Q74U32	OTHER	0.002308	0.997692	
Q74U71	OTHER	0.242760	0.757240	
Q74UD8	OTHER	0.001863	0.998137	
Q74UK6	OTHER	0.012205	0.987795	
Q74UU2	OTHER	0.003594	0.996406	
Q74UY1	OTHER	0.002332	0.997668	
Q74V30	OTHER	0.001703	0.998297	
Q74V40	OTHER	0.336966	0.663034	
Q74V69	OTHER	0.000304	0.999696	
Q74V87	OTHER	0.100578	0.899422	
Q74VA0	OTHER	0.005736	0.994264	
Q74VA5	OTHER	0.069087	0.930913	
Q74VE6	OTHER	0.001811	0.998189	
Q74W40	OTHER	0.004338	0.995662	
Q74WC1	OTHER	0.000672	0.999328	
Q74WS0	OTHER	0.001658	0.998342	
Q74WU7	OTHER	0.015027	0.984973	
Q74WV9	OTHER	0.010997	0.989003	
Q74WX2	OTHER	0.006350	0.993650	
Q74X50	SP(Sec/SPI)	0.880701	0.119299	CS pos: 25-26. IYA-AE. Pr: 0.7645
Q74XG1	OTHER	0.007842	0.992158	
Q74XT0	OTHER	0.018222	0.981778	
Q74XT9	SP(Sec/SPI)	0.827245	0.172755	CS pos: 18-19. VAA-AP. Pr: 0.6999
Q74XW8	OTHER	0.000434	0.999566	
Q74Y35	OTHER	0.135216	0.864784	
Q74Y57	OTHER	0.000569	0.999431	
Q74YC2	OTHER	0.002095	0.997905	
Q74YM6	OTHER	0.000623	0.999377	
Q7ARA1	OTHER	0.000979	0.999021	
Q7ARA9	OTHER	0.011514	0.988486	
Q7ARB5	OTHER	0.002383	0.997617	
Q7ARB6	OTHER	0.001046	0.998954	
Q7ARC3	OTHER	0.000902	0.999098	
Q7ARD3	OTHER	0.001846	0.998154	
Q7ARG8	OTHER	0.000680	0.999320	
Q7ARH1	OTHER	0.000893	0.999107	
Q7ARH3	OTHER	0.000584	0.999416	
Q7ARH6	SP(Sec/SPI)	0.675989	0.324011	CS pos: 20-21. ISA-GR. Pr: 0.4315
Q7ARH7	OTHER	0.011739	0.988261	
Q7ARJ2	OTHER	0.007309	0.992691	
Q7ARJ3	OTHER	0.001739	0.998261	
Q7ARJ8	OTHER	0.000746	0.999254	
Q7ARJ9	OTHER	0.000129	0.999871	
Q7ARM9	OTHER	0.200075	0.799925	
Q7BTX0	OTHER	0.000782	0.999218	
Q7CFP6	SP(Sec/SPI)	0.674697	0.325303	CS pos: 32-33. ACG-DK. Pr: 0.3402
Q7CFY1	OTHER	0.025874	0.974126	
Q7CFY5	OTHER	0.005779	0.994221	
Q7CG33	OTHER	0.000612	0.999388	
Q7CG37	OTHER	0.011947	0.988053	
Q7CG53	OTHER	0.033432	0.966568	
Q7CG59	OTHER	0.193933	0.806067	
Q7CGG4	OTHER	0.000677	0.999323	
Q7CGH1	SP(Sec/SPI)	0.667848	0.332152	CS pos: 37-38. AGC-EK. Pr: 0.4850
Q7CGP7	OTHER	0.001993	0.998007	
Q7CGQ5	OTHER	0.001091	0.998909	
Q7CGY7	OTHER	0.008055	0.991945	
Q7CH36	OTHER	0.001058	0.998942	
Q7CH99	OTHER	0.007968	0.992032	
Q7CHD6	OTHER	0.003097	0.996903	
Q7CHN1	OTHER	0.001268	0.998732	
Q7CHN3	OTHER	0.002009	0.997991	
Q7CHQ9	OTHER	0.002228	0.997772	
Q7CHS2	OTHER	0.001109	0.998891	
Q7CHU7	OTHER	0.188311	0.811689	
Q7CHV1	OTHER	0.000779	0.999221	
Q7CHY7	OTHER	0.001968	0.998032	
Q7CI18	OTHER	0.004916	0.995084	
Q7CI19	OTHER	0.004567	0.995433	
Q7CID0	OTHER	0.001224	0.998776	
Q7CIG2	OTHER	0.001606	0.998394	
Q7CIG9	OTHER	0.032417	0.967583	
Q7CIU5	OTHER	0.312834	0.687166	
Q7CIW4	OTHER	0.373579	0.626421	
Q7CJ05	OTHER	0.002654	0.997346	
Q7CJ16	OTHER	0.001228	0.998772	
Q7CJ29	OTHER	0.003534	0.996466	
Q7CJD3	SP(Sec/SPI)	0.985033	0.014967	CS pos: 20-21. VNA-SC. Pr: 0.9336
Q7CJJ6	OTHER	0.000567	0.999433	
Q7CJK3	OTHER	0.074998	0.925002	
Q7CJP2	OTHER	0.031425	0.968575	
Q7CJQ1	OTHER	0.001143	0.998857	
Q7CJV1	OTHER	0.003921	0.996079	
Q7CJY6	OTHER	0.003934	0.996066	
Q7CK06	OTHER	0.003394	0.996606	
Q7CK09	OTHER	0.039963	0.960037	
Q7CK92	OTHER	0.006026	0.993974	
Q7CKC8	SP(Sec/SPI)	0.607030	0.392970	CS pos: 33-34. STS-AP. Pr: 0.1858
Q7CKI6	OTHER	0.000662	0.999338	
Q7CKI7	OTHER	0.001452	0.998548	
Q7CKT3	OTHER	0.283716	0.716284	
Q7CKY2	OTHER	0.002195	0.997805	
Q7CLC8	OTHER	0.008197	0.991803	
Q8D079	OTHER	0.034948	0.965052	
Q8D1L4	SP(Sec/SPI)	0.699380	0.300620	CS pos: 25-26. CGA-AL. Pr: 0.4408
Q8ZAG3	OTHER	0.002802	0.997198	
Q8ZAV0	OTHER	0.011598	0.988402	
Q8ZB75	OTHER	0.001294	0.998706	
Q8ZBE1	OTHER	0.016586	0.983414	
Q8ZBE9	OTHER	0.002918	0.997082	
Q8ZBJ5	OTHER	0.001177	0.998823	
Q8ZCF8	OTHER	0.000768	0.999232	
Q8ZCG0	OTHER	0.000773	0.999227	
Q8ZDG8	OTHER	0.002420	0.997580	
Q8ZDJ2	OTHER	0.027087	0.972913	
Q8ZDJ8	OTHER	0.002714	0.997286	
Q8ZDJ9	OTHER	0.000290	0.999710	
Q8ZDM8	OTHER	0.000788	0.999212	
Q8ZE38	OTHER	0.000309	0.999691	
Q8ZE68	SP(Sec/SPI)	0.990456	0.009544	CS pos: 23-24. AVA-AD. Pr: 0.6959
Q8ZEH4	OTHER	0.007447	0.992553	
Q8ZEI3	OTHER	0.000277	0.999723	
Q8ZEJ5	OTHER	0.000963	0.999037	
Q8ZEL2	OTHER	0.001243	0.998757	
Q8ZES0	OTHER	0.001397	0.998603	
Q8ZFE0	OTHER	0.000620	0.999380	
Q8ZFF7	OTHER	0.056948	0.943052	
Q8ZFG9	OTHER	0.008684	0.991316	
Q8ZFN8	OTHER	0.001970	0.998030	
Q8ZFS2	OTHER	0.001379	0.998621	
Q8ZG70	SP(Sec/SPI)	0.970602	0.029398	CS pos: 20-21. SVA-MT. Pr: 0.5268
Q8ZGJ0	OTHER	0.000955	0.999045	
Q8ZGM6	OTHER	0.000471	0.999529	
Q8ZH12	OTHER	0.000826	0.999174	
Q8ZH34	OTHER	0.000709	0.999291	
Q8ZH47	OTHER	0.000613	0.999387	
Q8ZHF5	OTHER	0.000614	0.999386	
Q8ZHG3	OTHER	0.000877	0.999123	
Q8ZHI2	OTHER	0.065757	0.934243	
Q8ZIK6	OTHER	0.001233	0.998767	
Q8ZIN3	OTHER	0.002105	0.997895	
Q8ZJ77	OTHER	0.002060	0.997940	
Q8ZJD4	OTHER	0.000943	0.999057	
Q9F286	OTHER	0.055944	0.944056	
Q9F287	SP(Sec/SPI)	0.988407	0.011593	CS pos: 24-25. SYA-DQ. Pr: 0.9495
Q9F290	SP(Sec/SPI)	0.964903	0.035097	CS pos: 23-24. VLA-FT. Pr: 0.9122
Q9R361	OTHER	0.009785	0.990215	
Q9R3G9	OTHER	0.000611	0.999389	
Q9R7V4	SP(Sec/SPI)	0.828780	0.171220	CS pos: 24-25. GCA-EK. Pr: 0.3285
Q9RCC2	OTHER	0.000119	0.999881	
Q9RCC4	OTHER	0.001565	0.998435	
Q9RCC6	OTHER	0.001089	0.998911	
Q9RCC7	OTHER	0.003016	0.996984	
Q9RCC8	OTHER	0.047467	0.952533	
Q9RCC9	OTHER	0.314774	0.685226	
Q9RCD0	OTHER	0.000532	0.999468	
Q9RH45	OTHER	0.000728	0.999272	
Q9RI04	OTHER	0.001099	0.998901	
Q9RI05	OTHER	0.000705	0.999295	
Q9RI06	OTHER	0.000836	0.999164	
Q9RI07	OTHER	0.000623	0.999377	
Q9RI08	OTHER	0.002653	0.997347	
Q9RI09	OTHER	0.003060	0.996940	
Q9RI10	OTHER	0.003568	0.996432	
Q9RI14	OTHER	0.008005	0.991995	
Q9RI15	OTHER	0.001883	0.998117	
Q9RI16	OTHER	0.000977	0.999023	
Q9RI17	OTHER	0.000554	0.999446	
Q9RI18	OTHER	0.001918	0.998082	
Q9RI19	OTHER	0.000674	0.999326	
Q9RI20	OTHER	0.000380	0.999620	
Q9RI21	OTHER	0.003991	0.996009	
Q9RI22	OTHER	0.000623	0.999377	
Q9RI23	OTHER	0.002438	0.997562	
Q9RI24	OTHER	0.000654	0.999346	
Q9RI25	OTHER	0.001399	0.998601	
Q9RI26	OTHER	0.001007	0.998993	
Q9RI27	OTHER	0.000251	0.999749	
Q9RIC0	OTHER	0.004722	0.995278	
Q9RIC1	OTHER	0.004213	0.995787	
Q9RIC2	OTHER	0.004475	0.995525	
Q9RIC3	OTHER	0.000945	0.999055	
Q9RIC4	OTHER	0.000569	0.999431	
Q9RIC5	OTHER	0.000580	0.999420	
Q9RIC6	OTHER	0.016431	0.983569	
Q9RIC8	OTHER	0.000691	0.999309	
Q9RID8	OTHER	0.000805	0.999195	
Q9RID9	OTHER	0.000457	0.999543	
Q9RIE0	OTHER	0.007666	0.992334	
Q9RIE2	OTHER	0.001253	0.998747	
Q9S1D8	OTHER	0.002041	0.997959	
Q9S1D9	OTHER	0.000751	0.999249	
Q9S1E0	OTHER	0.000891	0.999109	
Q9S1E1	OTHER	0.000961	0.999039	
Q9X6A8	SP(Sec/SPI)	0.941795	0.058205	CS pos: 22-23. VAC-TV. Pr: 0.4352
Q9X6A9	OTHER	0.232814	0.767186	
Q9X6B4	OTHER	0.002611	0.997389	
Q9Z381	OTHER	0.174330	0.825670	
Q9Z394	SP(Sec/SPI)	0.993313	0.006687	CS pos: 19-20. ALA-GL. Pr: 0.9100
Q9Z396	OTHER	0.004055	0.995945	
Q9Z3B4	OTHER	0.000619	0.999381	
Q9ZC22	SP(Sec/SPI)	0.911099	0.088901	CS pos: 23-24. ASA-QE. Pr: 0.8703
Q9ZC23	OTHER	0.140930	0.859070	
Q9ZC24	OTHER	0.001197	0.998803	
Q9ZC25	OTHER	0.000665	0.999335	
Q9ZC29	SP(Sec/SPI)	0.861392	0.138608	CS pos: 42-43. SQA-QC. Pr: 0.8029
Q9ZC31	SP(Sec/SPI)	0.966058	0.033942	CS pos: 25-26. VQA-SV. Pr: 0.8664
Q9ZC32	SP(Sec/SPI)	0.999316	0.000684	CS pos: 19-20. AFA-ET. Pr: 0.9510
Q9ZC35	OTHER	0.000581	0.999419	
Q9ZC36	OTHER	0.000940	0.999060	
Q9ZC37	OTHER	0.000901	0.999099	
Q9ZC38	OTHER	0.001275	0.998725	
Q9ZC40	SP(Sec/SPI)	0.715408	0.284592	CS pos: 27-28. SGC-VY. Pr: 0.2412
Q9ZC41	OTHER	0.025011	0.974989	
Q9ZC42	OTHER	0.002598	0.997402	
Q9ZC43	OTHER	0.002514	0.997486	
Q9ZC44	OTHER	0.002644	0.997356	
Q9ZC46	OTHER	0.001005	0.998995	
Q9ZC48	OTHER	0.002654	0.997346	
Q9ZC50	OTHER	0.034864	0.965136	
Q9ZC51	SP(Sec/SPI)	0.997022	0.002978	CS pos: 23-24. VWA-ST. Pr: 0.9764
Q9ZC52	SP(Sec/SPI)	0.840476	0.159524	CS pos: 24-25. ALA-FK. Pr: 0.6750
Q9ZC53	OTHER	0.011746	0.988254	
Q9ZC54	OTHER	0.073159	0.926841	
Q9ZC55	OTHER	0.002287	0.997713	
Q9ZC56	OTHER	0.001064	0.998936	
Q9ZC57	SP(Sec/SPI)	0.967567	0.032433	CS pos: 20-21. SAC-KQ. Pr: 0.2996
Q9ZC59	OTHER	0.001989	0.998011	
Q9ZC60	OTHER	0.000792	0.999208	
Q9ZC61	OTHER	0.001990	0.998010	
Q9ZC63	OTHER	0.002952	0.997048	
Q9ZC65	OTHER	0.001132	0.998868	
Q9ZC73	OTHER	0.006925	0.993075	
Q9ZC76	OTHER	0.001322	0.998678	
Q9ZC77	OTHER	0.002699	0.997301	
Q9ZC78	OTHER	0.001755	0.998245	
Q9ZC81	OTHER	0.004541	0.995459	
Q9ZC82	OTHER	0.006897	0.993103	
Q9ZFZ7	OTHER	0.001442	0.998558	
Q9ZFZ8	OTHER	0.122985	0.877015	
Q9ZFZ9	OTHER	0.000851	0.999149	
Q9ZGW6	OTHER	0.004770	0.995230	
