ID	Evidences length	Evidences list	Complete evidences
A0A0H2W6N4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W6S9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W796	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W7E8	1	PHOBIUS_TM	PHOBIUS_TM
A0A0H2W7M1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W7S0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W7X9	1	PHOBIUS_TM	PHOBIUS_TM
A0A0H2W7Z4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W857	1	PHOBIUS_TM	PHOBIUS_TM
A0A0H2W8G3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W8W7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W8W9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W912	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W9D0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A0H2W9S4	1	PHOBIUS_TM	PHOBIUS_TM
A0A0H2WA50	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PAL7	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PAW8	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PBE2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PBF8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PBJ0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PCJ0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PDW8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PE15	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PG25	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PGH0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PGI9	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PGK4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PI07	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PI36	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PIA9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PIN0	1	SL	SL
A0A2S9PJG6	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
A0A2S9PK26	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PKC4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PKN1	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PKP6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PLP6	1	PHOBIUS_TM	PHOBIUS_TM
A0A2S9PLY2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PLZ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PM91	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2S9PMJ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GV23	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GV39	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GVQ4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GW27	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GW53	1	SL	SL
A0A2U2GW77	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GWC9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GWJ5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GWL4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GWZ0	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
A0A2U2GX04	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GX35	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GX66	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GX67	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GXA2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GXH4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GXR4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GXS1	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GXS3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GXS5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GXS8	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GXT9	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
A0A2U2GY29	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GY33	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GYC2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GYG4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GYH9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GYI2	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GYI8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GYM5	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GYM6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GYR0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GYZ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GZ24	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GZ86	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GZC6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2GZD5	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GZN0	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2GZX8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H0F6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H0G9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H0Q7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H0V2	1	SL	SL
A0A2U2H170	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H1C1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H1K8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H1L6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H1M3	1	SL	SL
A0A2U2H1Q0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H1T2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H1U7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H213	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H248	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H2B9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H2C0	1	GPI	GPI
A0A2U2H2F5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H2H5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H2H6	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2H2R6	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
A0A2U2H2V0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H347	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2H380	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H391	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H3M6	1	PHOBIUS_TM	PHOBIUS_TM
A0A2U2H3R0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H431	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H452	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H483	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
A0A2U2H4G8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A2U2H4H5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PD52	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PD93	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PDQ1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PDZ3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PE20	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PE22	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PE45	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PE91	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PEM0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PES5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PF44	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PFA5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PFA7	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PFB0	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PFQ7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PFR1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PFS3	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PFU9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PFZ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PG67	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PGA8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PGC1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PGG2	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PHL3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PHW9	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PHX5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PI24	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PID3	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PII4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PIR0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PIR8	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PJ20	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PJ72	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PJA4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PJN8	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PJP6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PJT7	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PJV4	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PK45	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PKC8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PKF7	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PKG2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PKV8	1	SL	SL
A0A380PKY3	1	SL	SL
A0A380PL00	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PL37	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PL84	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PL94	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PLB1	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PLE5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PLG8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PLM9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PLN7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PLQ5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PLS8	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PLX8	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PLY9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PLZ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PM40	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
A0A380PMB5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PMT5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PMU4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380PMZ4	1	PHOBIUS_TM	PHOBIUS_TM
A0A380PN84	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380SAJ6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380SAK4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380SAM5	1	PHOBIUS_TM	PHOBIUS_TM
A0A380SB05	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380SB51	1	PHOBIUS_TM	PHOBIUS_TM
A0A380SBL9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380SBN8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A380SBQ0	1	PHOBIUS_TM	PHOBIUS_TM
A0A380SC06	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A384K8M2	1	PHOBIUS_TM	PHOBIUS_TM
A0A384KAW1	1	PHOBIUS_TM	PHOBIUS_TM
A0A384KFH0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A384KKB0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A384KKV2	1	PHOBIUS_TM	PHOBIUS_TM
A0A384KN97	1	PHOBIUS_TM	PHOBIUS_TM
A0A384KQ99	1	PHOBIUS_TM	PHOBIUS_TM
A0A384KUQ2	1	PHOBIUS_TM	PHOBIUS_TM
A0A384KXR9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A384KZ09	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A384L0H3	1	PHOBIUS_TM	PHOBIUS_TM
A0A384L4R6	1	PHOBIUS_TM	PHOBIUS_TM
A0A384L5E0	1	PHOBIUS_TM	PHOBIUS_TM
A0A384L8K9	1	PHOBIUS_TM	PHOBIUS_TM
A0A384LBP6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A384LIW0	1	PHOBIUS_TM	PHOBIUS_TM
A0A384LJN9	1	PHOBIUS_TM	PHOBIUS_TM
A0A384LL11	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A384LM17	1	PHOBIUS_TM	PHOBIUS_TM
A0A384LN93	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
A0A384LNN5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A3G5LAJ5	1	PHOBIUS_TM	PHOBIUS_TM
A0A3G5LDU0	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4AVZ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A3N4AZF4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A3N4B228	1	SL	SL
A0A3N4B2P2	1	SL	SL
A0A3N4B408	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A3N4B409	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4B4P3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A3N4B4X0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A3N4B617	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4B6L0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A3N4B6N8	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4B6Y2	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4B8G9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A3N4B919	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4B9S8	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4BAA1	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4BB07	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4BPL8	1	PHOBIUS_TM	PHOBIUS_TM
A0A3N4BQC6	1	GPI	GPI
A0A454XVQ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A454Y5W9	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YAK3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YAL1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YAM0	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YAS5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YAS6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YB41	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YBD7	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YBD8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YBD9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YBE0	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YBE6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YBL4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YBL9	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YBQ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YBR9	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YBY2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YBY6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YC43	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YC81	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YC84	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YCA0	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YCF0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YCH4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YCH9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YCI0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YCL8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YCN1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YCP6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YCR7	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YCR8	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
A0A5P8YCT6	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YCY8	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YD14	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YD20	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YD53	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YD64	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YD82	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YDC3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YDG5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YDG9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YDJ5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YDJ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YDR9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YDT0	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YDY3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YDZ7	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YE19	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YE33	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YE39	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YE54	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YED8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YEE7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YEK6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YEM9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YET0	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YEW0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YEY2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YEY9	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
A0A5P8YEZ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YF92	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YFB6	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YFE6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YFG1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YFH2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YFS9	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
A0A5P8YFV9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YFW7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YG00	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YG25	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YG32	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YG55	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YG76	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YG95	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YGC9	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YGE8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YGI6	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YGJ7	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YGJ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YGK5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YGS9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YGT7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YGU9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YGV1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YHD9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YHJ8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YHL7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YHQ6	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YHR3	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YHX1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YHX7	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YI11	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YI39	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YIB4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YII2	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YIS2	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YIU0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YJ38	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YJ66	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YJA7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YJD4	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YJE2	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YJI1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YJJ3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YJK9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YJN9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YK58	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YK66	1	SL	SL
A0A5P8YKF6	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
A0A5P8YKG2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YKI2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YKN2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YKT8	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YKW3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YKW6	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YL62	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YL91	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YLB3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YLF7	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YLF8	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YLJ3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YLK3	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YLL5	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YLW3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YM93	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YMA6	1	PHOBIUS_TM	PHOBIUS_TM
A0A5P8YMJ0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A5P8YMK4	1	SL	SL
A0A6M0NGU2	1	PHOBIUS_TM	PHOBIUS_TM
A0A7Y8RC16	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A7Y8RC55	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A7Y8RCW6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A7Y8RD79	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A7Y8RDP6	1	PHOBIUS_TM	PHOBIUS_TM
A0A7Y8RE30	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A7Y8RE47	1	PHOBIUS_TM	PHOBIUS_TM
A0A7Y8RF16	1	PHOBIUS_TM	PHOBIUS_TM
A0A7Y8RG06	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A7Y8RGM7	1	PHOBIUS_TM	PHOBIUS_TM
A0A7Y8RHN7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A7Y8RIE4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
