SEQENCE ID                     TM SP PREDICTION
A0A3N4B3P3                      9  0 o12-36i57-75o81-100i121-141o161-182i203-223o264-282i289-315o335-360i
A0A3N4B3X5                      0  0 o
A0A3N4B3Y5                      0  0 o
A0A3N4B473                      0  Y n8-16c21/22o
A0A3N4B4B5                      0  0 o
A0A3N4B4I0                      0  Y n9-18c22/23o
A0A3N4B4N9                      0  0 o
A0A3N4B4P6                      0  0 o
A0A3N4B4W3                      0  0 o
A0A3N4B545                      0  0 o
A0A3N4B554                      3  0 i144-165o171-189i196-214o
A0A3N4B593                      0  0 o
A0A3N4B5I0                      0  Y n19-29c36/37o
A0A3N4B5I2                      0  0 o
A0A3N4B5P2                      0  Y n3-14c19/20o
A0A3N4B5Z4                      0  Y n4-14c18/19o
A0A3N4B652                      0  0 o
A0A3N4B6H8                      0  Y n8-16c24/25o
A0A3N4B738                      0  0 o
A0A3N4B7G0                      0  0 o
A0A3N4B7R3                      0  0 o
A0A3N4B7S8                      0  0 o
A0A3N4B7T0                      3  0 i17-39o59-80i92-113o
A0A3N4B859                      0  Y n13-23c31/32o
A0A3N4B8H9                      1  0 o238-257i
A0A3N4B8P4                      0  0 o
A0A3N4B9V9                      0  0 o
A0A3N4B9Y1                      0  0 o
A0A3N4BAB5                      0  0 i
A0A3N4BAL9                      0  0 o
A0A3N4BBP4                      0  0 o
A0A3N4BCI6                      0  0 o
A0A3N4BF92                      0  Y n3-14c20/21o
A0A3N4BKG0                      0  0 o
A0A3N4BKP0                      0  0 o
A0A3N4BL48                      0  0 o
A0A3N4BL99                      0  0 o
A0A3N4BLS8                      4  0 o25-45i52-72o92-116i137-159o
A0A3N4BN65                      0  Y n4-15c20/21o
A0A3N4BT88                     12  0 i12-30o341-360i367-388o394-414i444-465o471-499i535-553o863-883i890-912o918-939i966-988o994-1021i
A0A3N4BWC6                      0  0 o
A0A3N4BWM0                      0  Y n8-19c23/24o
A0A454XWA1                      0  0 o
A0A454Y4S5                      2  0 i20-42o288-306i
A0A5P8YAE3                      0  0 o
A0A5P8YAH0                      4  0 i20-43o55-76i113-133o145-172i
A0A5P8YAM6                      0  Y n4-12c18/19o
A0A5P8YAY3                     11  0 o12-32i52-76o96-116i123-143o155-177i208-227o233-255i342-361o381-401i422-441o473-494i
A0A5P8YAZ6                      0  0 o
A0A5P8YB02                      0  0 o
A0A5P8YB08                      0  0 o
A0A5P8YB15                      0  0 o
A0A5P8YB37                      0  0 o
A0A5P8YB68                      0  Y n4-14c19/20o
A0A5P8YBA9                      0  0 o
A0A5P8YBB2                      0  0 o
A0A5P8YBB3                      5  Y n2-12c17/18o41-62i69-86o106-124i136-159o171-192i
A0A5P8YBB4                      0  0 o
A0A5P8YBC1                      0  0 o
A0A5P8YBE7                      6  0 i20-38o74-95i116-137o157-183i195-212o218-236i
A0A5P8YBG5                      4  0 i38-60o185-211i232-255o288-308i
A0A5P8YBK5                      0  0 o
A0A5P8YBP5                      1  0 o78-98i
A0A5P8YBT6                     11  0 o6-38i45-67o87-109i130-152o164-190i227-243o255-277i289-306o326-345i357-381o410-432i
A0A5P8YBW7                      0  0 o
A0A5P8YBY1                      0  0 o
A0A5P8YBZ0                      0  0 o
A0A5P8YC06                      0  0 o
A0A5P8YC27                      0  0 o
A0A5P8YC69                      0  0 o
A0A5P8YC83                     12  0 i21-40o46-62i99-121o127-144i153-175o195-219i240-262o282-305i331-354o360-379i399-421o427-445i
A0A5P8YC97                      0  0 o
A0A5P8YCA3                      0  Y n6-16c21/22o
A0A5P8YCG2                      0  0 o
A0A5P8YCL6                      0  0 o
A0A5P8YCL9                      0  0 o
A0A5P8YCN8                      0  0 o
A0A5P8YCR0                      0  0 o
A0A5P8YCR4                      0  0 o
A0A5P8YCS1                      0  0 o
A0A5P8YCU1                      0  0 o
A0A5P8YCV0                      0  0 o
A0A5P8YCW9                      0  0 o
A0A5P8YCX0                      0  0 o
A0A5P8YD30                      0  0 o
A0A5P8YD35                      0  0 o
A0A5P8YDD1                      7  Y n6-13c18/19o28-44i56-73o85-106i118-138o150-171i192-213o219-236i
A0A5P8YDE1                      0  0 o
A0A5P8YDG8                      1  0 i7-29o
A0A5P8YDK8                      0  Y n7-14c19/20o
A0A5P8YDR2                      0  0 o
A0A5P8YDS9                      0  0 o
A0A5P8YDT4                      0  Y n5-16c21/22o
A0A5P8YE64                      0  Y n13-24c32/33o
A0A5P8YE76                     12  0 i38-64o76-98i118-142o162-180i187-209o215-240i252-274o302-326i346-371o383-401i413-433o439-460i
A0A5P8YEA2                      0  0 o
A0A5P8YEC2                      0  0 o
A0A5P8YEG1                      0  0 o
A0A5P8YEH0                      1  Y n16-35c40/41o56-74i
A0A5P8YEP4                      0  0 o
A0A5P8YER5                      0  Y n3-10c15/16o
A0A5P8YES8                      0  0 o
A0A5P8YEU0                      0  0 o
A0A5P8YEY4                      7  Y n4-15c23/24o33-52i57-74o86-107i119-145o171-201i213-233o239-256i
A0A5P8YEZ0                      0  0 o
A0A5P8YEZ8                      0  0 o
A0A5P8YF46                      0  0 o
A0A5P8YF88                      0  Y n8-19c24/25o
A0A5P8YF96                      0  Y n8-19c26/27o
A0A5P8YFD7                      8  0 i21-40o46-65i77-97o117-140i210-231o251-273i285-305o311-327i
A0A5P8YFD8                      0  Y n7-14c19/20o
A0A5P8YFK1                      1  Y n4-16c21/22o45-67i
A0A5P8YFQ5                      0  0 o
A0A5P8YFV5                      0  0 o
A0A5P8YFW2                      0  0 o
A0A5P8YFZ5                      5  Y n8-17c21/22o50-68i75-96o157-179i186-206o212-237i
A0A5P8YG06                      0  Y n10-29c34/35o
A0A5P8YGA1                      0  0 o
A0A5P8YGB3                      0  0 o
A0A5P8YGB7                      0  0 o
A0A5P8YGC5                      0  Y n11-22c30/31o
A0A5P8YGG4                      0  0 o
A0A5P8YGH0                      0  0 o
A0A5P8YGL8                      0  Y n9-17c25/26o
A0A5P8YGZ0                      0  0 o
A0A5P8YH33                     14  0 o6-23i30-48o79-103i115-134o140-159i180-201o221-244i256-274o286-307i314-333o345-363i383-405o417-438i459-478o
A0A5P8YH39                      0  0 o
A0A5P8YH48                      0  0 o
A0A5P8YH63                      5  0 o12-33i54-72o92-109i149-171o191-215i
A0A5P8YHC3                      0  0 o
A0A5P8YHI5                      0  0 i
A0A5P8YHJ0                      0  0 i
A0A5P8YHJ3                      0  0 o
A0A5P8YHK6                      0  0 o
A0A5P8YHM7                      0  0 o
A0A5P8YHN3                      5  0 o20-47i59-80o100-125i146-164o200-221i
A0A5P8YHT1                      0  0 o
A0A5P8YHU6                     15  0 o6-23i44-62o96-114i121-142o178-198i210-230o250-267i274-294o314-332i353-375o395-414i426-444o450-470i491-510o616-636i
A0A5P8YHY6                      6  0 i21-44o64-84i104-125o137-156i196-224o244-263i
A0A5P8YI16                     11  0 o43-66i86-106o118-139i146-167o187-211i232-258o301-320i332-352o358-377i384-400o406-429i
A0A5P8YI21                      0  0 o
A0A5P8YI44                     10  0 i12-34o46-70i82-103o118-135i155-175o257-275i282-300o306-328i335-352o358-378i
A0A5P8YI88                      0  0 o
A0A5P8YIA5                      0  0 o
A0A5P8YIB0                      0  0 o
A0A5P8YIF8                      0  Y n4-15c23/24o
A0A5P8YIJ8                      0  0 o
A0A5P8YIL4                      0  0 o
A0A5P8YIP5                      6  0 i24-43o141-162i169-190o196-216i248-268o274-296i
A0A5P8YIS9                      0  0 o
A0A5P8YIW0                      0  Y n8-18c23/24o
A0A5P8YIX1                      0  Y n4-14c23/24o
A0A5P8YIZ9                      0  0 o
A0A5P8YJ13                      0  0 o
A0A5P8YJ67                     11  Y n10-21c26/27o340-359i366-390o396-416i437-458o470-493i541-558o874-891i898-918o924-945i974-994o1006-1028i
A0A5P8YJ85                      0  0 o
A0A5P8YJE6                      0  0 o
A0A5P8YJJ6                      0  0 o
A0A5P8YJR1                      0  0 o
A0A5P8YJU4                     11  Y n6-18c30/31o40-61i73-100o120-141i153-174o186-208i220-239o251-271i283-302o308-327i339-362o382-406i
A0A5P8YJW9                      6  0 i12-32o52-78i99-118o148-177i198-219o239-258i
A0A5P8YJY7                      0  0 o
A0A5P8YJZ9                      0  0 o
A0A5P8YK09                      0  Y n10-21c25/26o
A0A5P8YK17                      0  0 o
A0A5P8YK60                      0  0 o
A0A5P8YK62                      0  0 o
A0A5P8YK75                      0  0 o
A0A5P8YK92                      0  Y n20-31c36/37o
A0A5P8YKD2                      0  0 o
A0A5P8YKE2                      0  0 o
A0A5P8YKE4                      0  Y n7-17c22/23o
A0A5P8YKE5                      0  0 o
A0A5P8YKI8                      0  Y n5-16c24/25o
A0A5P8YKM5                      9  0 o283-303i310-327o347-368i422-448o454-474i512-530o665-686i693-713o725-743i
A0A5P8YKS0                      0  Y n15-26c30/31o
A0A5P8YKS8                      0  Y n4-15c22/23o
A0A5P8YKS9                     13  0 o6-25i46-68o74-94i122-144o156-175i187-207o240-261i273-298o310-332i366-386o392-417i424-442o448-469i
A0A5P8YKT1                      0  0 o
A0A5P8YKX3                      0  0 o
A0A5P8YKZ6                      0  Y n16-27c33/34o
A0A5P8YL06                      0  0 o
A0A5P8YL10                      0  Y n6-17c25/26o
A0A5P8YL56                      0  0 o
A0A5P8YL69                      0  0 o
A0A5P8YL80                      6  0 o6-29i101-119o125-147i168-193o213-240i252-271o
A0A5P8YL94                      0  Y n8-18c23/24o
A0A5P8YLE5                      0  0 o
A0A5P8YLE8                      0  0 o
A0A5P8YLF0                      5  0 o6-25i37-54o60-88i100-121o133-152i
A0A5P8YLF1                      0  0 o
A0A5P8YLG3                      0  0 o
A0A5P8YLN2                     11  Y n8-19c24/25o40-58i70-87o93-115i127-148o160-184i215-239o245-268i275-297o303-323i335-357o369-396i
A0A5P8YM03                      0  0 o
A0A5P8YM22                      0  0 o
A0A5P8YM65                      0  0 o
A0A5P8YM82                      0  0 o
A0A5P8YM83                      0  0 o
A0A5P8YME6                      0  0 o
A0A5P8YMF5                      2  0 i25-47o157-179i
A0A5P8YMH7                      6  0 i21-49o69-100i112-140o160-186i227-249o290-309i
A0A5P8YMY3                      0  0 o
A0A6B3T0K9                      4  Y n7-17c22/23o46-75i87-106o186-212i224-245o
A0A7Y8RDK1                      0  0 o
A0A7Y8RF04                      1  Y n22-32c38/39o183-206i
A0A7Y8RFQ6                      0  0 o
A0A7Y8UR24                      0  Y n12-22c27/28o
A0A7Y8USE3                      6  0 i7-25o450-470i477-497o503-524i545-571o577-605i
O68710                          0  0 o
O68720                          0  0 o
O68770                          0  0 o
O68779                          0  0 o
O68794                          0  0 o
O69170                          0  0 o
P0A362                          0  0 i
P0A3X0                          0  0 i
P0DM79                          1  0 o6-26i
P21207                          0  0 o
P26948                          0  Y n4-16c21/22o
P26949                          0  Y n6-17c21/22o
P26950                          0  0 o
P28808                          0  0 o
P31491                          0  0 o
P31527                          0  Y n4-15c23/24o
P37867                          0  0 i
P42713                          0  0 o
P46356                          0  0 o
P58472                          0  0 o
P58510                          0  0 o
P58589                          0  0 o
P58607                          0  Y n4-15c22/23o
P58619                          0  0 o
P58635                          0  0 o
P58655                          6  0 i29-50o89-111i123-145o151-169i201-222o267-290i
P58697                          0  0 o
P58700                          0  0 o
P58709                          0  0 o
P60436                          0  0 o
P60730                          0  0 o
P61416                          0  0 o
P61417                          0  0 o
P61475                          0  0 o
P61892                          0  Y n3-12c17/18o
P63876                          0  0 o
P65115                          0  0 o
P67906                          0  0 i
P68587                          0  0 o
P68588                          1  0 i127-155o
P68640                          0  0 o
P68686                          0  0 o
P69955                          8  0 i18-36o42-61i73-93o105-131i200-220o232-259i280-298o304-321i
P69959                          0  0 o
P69963                          0  0 i
P69968                          0  0 o
P69970                          0  0 o
P69974                          0  0 o
P69978                          0  0 o
P69980                          4  0 o12-40i52-72o159-183i195-215o
P69982                          2  0 o12-37i49-69o
P69984                          7  0 o12-31i38-57o77-101i132-154o180-205i212-235o241-259i
P69986                          4  0 i29-50o83-110i140-158o187-208i
P74992                          0  0 o
Q0W9S4                          0  0 o
Q0W9W3                          6  0 i21-44o56-73i80-104o134-155i270-293o313-335i
Q0WA80                          0  0 o
Q0WAE5                          2  0 i33-53o326-346i
Q0WAI6                          0  0 o
Q0WAT7                          0  Y n6-13c18/19o
Q0WAW4                          0  0 o
Q0WB88                          0  0 o
Q0WB98                          0  Y n3-11c16/17o
Q0WBD7                          0  0 o
Q0WBG7                         11  Y n11-22c27/28o341-360i367-390o396-418i439-459o471-498i537-557o606-629i870-888o894-914i970-990o1002-1024i
Q0WBJ6                          0  0 o
Q0WBM3                          0  0 o
Q0WBP1                          6  0 i21-41o61-84i104-132o138-163i170-191o226-248i
Q0WBQ9                          0  0 o
Q0WBR5                          1  Y n12-25c33/34o176-198i
Q0WC12                          0  0 o
Q0WC15                          0  0 i
Q0WC81                          0  Y n6-14c21/22o
Q0WCB9                          3  0 i12-30o42-67i88-108o
Q0WCK7                          0  Y n13-23c27/28o
Q0WCN1                          0  Y n9-19c27/28o
Q0WCS1                          0  0 o
Q0WCY5                          0  0 o
Q0WD03                          7  0 i20-41o75-104i116-139o151-170i229-249o255-282i303-325o
Q0WD49                          0  0 o
Q0WDE1                          0  0 o
Q0WDF0                          1  Y n3-13c18/19o102-121i
Q0WDF4                          1  0 o17-37i
Q0WDK1                          4  0 i400-421o427-444i451-470o476-499i
Q0WDK2                          0  0 o
Q0WDN7                          0  0 o
Q0WDR8                          5  0 o24-50i71-88o108-127i179-199o211-230i
Q0WDR9                          5  0 o20-44i56-77o97-115i153-178o198-219i
Q0WDU2                          0  0 o
Q0WED3                         12  0 i7-28o40-61i73-91o97-119i131-153o159-180i209-227o239-262i274-293o299-326i338-359o365-388i
Q0WED7                          0  Y n10-22c27/28o
Q0WEJ9                          0  0 o
Q0WEL2                          1  Y n2-17c22/23o127-148i
Q0WEM8                          0  0 o
Q0WEN3                          0  0 o
Q0WFF3                          1  Y n12-23c28/29o166-185i
Q0WFI1                          0  0 o
Q0WFJ6                          5  0 i7-27o33-54i320-345o365-384i396-418o
Q0WFT9                          0  Y n10-23c27/28o
Q0WFW2                          2  0 i28-48o470-487i
Q0WFX1                          1  0 o6-28i
Q0WFZ0                          0  0 o
Q0WFZ4                          0  0 o
Q0WG23                         12  0 i32-49o69-90i102-121o127-150i162-184o196-216i263-283o303-323i335-353o359-380i392-413o425-444i
Q0WGA0                          0  0 o
Q0WGB8                          0  0 o
Q0WGD8                          0  0 o
Q0WGJ7                          4  0 i12-39o51-69i90-113o133-154i
Q0WGK8                          0  0 o
Q0WGR5                          0  Y n5-14c26/27o
Q0WGV7                          0  0 o
Q0WGX7                          0  0 o
Q0WH31                          6  0 i35-55o75-98i118-140o160-180i192-212o255-277i
Q0WH66                          5  0 o20-39i51-70o82-100i155-176o188-211i
Q0WHD6                          1  0 i174-194o
Q0WHD8                          6  0 i9-30o136-157i169-194o225-248i283-310o330-356i
Q0WHH3                          0  0 o
Q0WHR9                          0  Y n9-20c26/27o
Q0WHS8                          9  0 o20-42i54-71o91-116i128-151o184-208i220-238o388-409i421-444o471-494i
Q0WHW6                          0  Y n18-29c34/35o
Q0WHY6                          0  0 o
Q0WI17                          0  Y n7-17c25/26o
Q0WI36                          0  0 o
Q0WI38                          0  0 o
Q0WIM0                          1  0 i12-33o
Q0WIP8                          0  0 o
Q0WIQ6                          0  0 o
Q0WIU0                          0  0 o
Q0WIV1                          0  0 o
Q0WIV5                          0  Y n2-9c14/15o
Q0WIV8                          0  0 o
Q0WIW1                          0  Y n4-12c17/18o
Q0WIW7                          5  0 i7-25o56-86i98-117o197-221i233-253o
Q0WIY9                          1  0 o20-43i
Q0WIZ0                          3  0 o14-36i125-150o170-191i
Q0WJ53                          0  0 o
Q0WJ82                          8  0 i21-42o48-71i83-105o148-166i186-211o217-239i289-314o326-351i
Q0WJ93                          1  0 i12-35o
Q0WJC2                          4  0 i20-40o46-64i85-107o113-134i
Q0WJE3                         11  Y n2-12c16/17o40-63i75-98o118-137i184-204o224-244i276-295o315-338i359-377o389-408i449-468o491-509i
Q0WJM7                         10  Y n5-18c22/23o32-49i61-81o93-116i171-193o199-219i258-280o292-311i323-342o362-386i398-422o
Q0WJP6                          0  0 o
Q0WJP7                          0  0 o
Q0WJV7                          0  0 o
Q0WJW2                          0  0 o
Q0WJW6                          0  0 o
Q0WKM2                          0  0 o
Q0WKQ4                          0  0 o
Q0WKQ5                          0  0 o
Q0WKQ6                          0  Y n5-14c22/23o
Q56954                          8  0 i17-37o57-82i94-115o135-153i174-191o197-214i221-243o249-273i
Q56955                          8  0 i20-40o60-85i97-116o136-154i174-193o199-218i225-243o249-269i
Q56956                          3  0 i15-39o89-109i153-175o
Q56990                          0  0 o
Q56991                          0  Y n5-16c25/26o
Q56992                          8  Y n11-22c34/35o58-76i88-110o116-137i149-169o189-210i239-266o278-297i309-326o
Q65AE7                          0  Y n5-15c19/20o
Q74PW2                          0  Y n9-20c25/26o
Q74Q23                          3  Y n3-11c16/17o50-71i83-105o125-147i
Q74Q30                          0  Y n7-14c22/23o
Q74Q56                          0  0 o
Q74RF9                          8  0 i27-47o53-71i80-104o296-319i331-352o387-408i429-452o500-522i
Q74RU7                          2  0 i7-34o54-72i
Q74S14                          1  0 o6-23i
Q74SR9                          0  0 o
Q74TH2                          0  0 o
Q74U12                         10  0 o20-39i46-66o96-118i130-163o239-261i300-316o322-339i351-369o454-472i479-499o
Q74VT6                          0  0 o
Q74XD3                          0  0 o
Q7ARH5                          0  0 o
Q7ARJ6                          0  0 i
Q7ARK4                          0  Y n10-17c25/26o
Q7ARN5                          0  0 o
Q7ARN6                          0  Y n9-16c24/25o
Q7CFM3                          5  0 o39-63i103-121o150-169i214-236o242-267i
Q7CFM4                          1  0 o6-26i
Q7CFM5                          0  0 o
Q7CFS8                          0  0 i
Q7CFT2                          0  0 o
Q7CFT4                          0  0 o
Q7CFT7                          0  0 o
Q7CFX5                          0  0 o
Q7CFX8                          6  0 i97-124o144-163i175-192o198-214i226-243o249-268i
Q7CFY4                          1  0 i37-60o
Q7CG47                          0  0 o
Q7CG48                         10  0 i7-26o38-58i65-84o90-112i119-141o161-182i213-236o242-261i268-285o297-319i
Q7CG49                          8  0 i12-32o38-60i72-105o111-135i155-177o208-232i244-271o291-309i
Q7CG77                         11  0 o16-38i59-75o95-115i127-148o154-174i181-199o205-237i258-279o291-316i328-350o362-384i
Q7CGA7                          1  0 o23-42i
Q7CGB1                          1  0 o26-50i
Q7CGD8                          0  Y n8-19c26/27o
Q7CGH2                          0  Y n6-16c24/25o
Q7CGI0                          0  Y n8-19c27/28o
Q7CGT3                          0  0 o
Q7CGT6                          0  0 o
Q7CGV5                          0  Y n15-26c35/36o
Q7CGZ2                         11  0 o16-41i53-73o93-117i138-159o165-184i227-250o256-278i285-302o308-330i342-362o368-393i
Q7CH39                          0  Y n9-20c25/26o
Q7CH40                          0  0 o
Q7CH67                          0  0 o
Q7CHI5                          6  0 i29-52o72-89i150-167o173-194i252-278o284-303i
Q7CHK5                          0  0 i
Q7CHL5                          0  0 o
Q7CHM0                          0  0 o
Q7CHM1                          0  0 o
Q7CHW2                          0  0 o
Q7CIB6                          0  0 o
Q7CIP6                          3  Y n4-14c19/20o29-49i61-81o87-106i
Q7CIZ7                          0  Y n10-21c29/30o
Q7CJ14                          0  Y n5-15c20/21o
Q7CJ72                          0  0 o
Q7CJ75                          0  0 o
Q7CJL1                         14  0 i12-33o45-64i76-96o102-123i135-157o163-185i197-214o220-242i262-280o286-308i329-348o354-372i393-413o433-451i
Q7CJM5                          0  Y n6-17c25/26o
Q7CJX8                          0  0 o
Q7CK25                          0  0 o
Q7CK59                          0  0 o
Q7CKG2                          0  0 o
Q7CKI5                          0  Y n8-16c21/22o
Q7CKP5                          7  0 i21-40o46-70i99-132o152-179i213-232o238-257i269-287o
Q7CKT7                          0  0 o
Q7CKV5                          7  0 i12-36o81-105i112-133o145-166i187-210o216-238i250-272o
Q7CKV6                          6  0 i12-31o72-97i109-129o157-182i203-228o267-288i
Q7CKV7                          0  Y n9-20c25/26o
Q7CL09                          0  0 o
Q7CL81                          8  0 i125-146o166-187i199-219o239-256i268-289o352-373i408-430o450-472i
Q7CLB2                          0  Y n8-20c25/26o
Q7CLC9                          0  0 o
Q8CKC6                          0  0 o
Q8CZS4                          0  0 o
Q8CZY7                          0  0 o
Q8D049                          0  0 o
Q8D074                          3  Y n14-24c29/30o39-55i67-86o92-113i
Q8D0B5                          0  0 o
Q8D0P1                          0  0 o
Q8D170                          0  0 o
Q8D1E4                          3  Y n2-12c17/18o33-50i57-78o84-103i
Q8Z9R8                          1  0 o601-619i
Q8Z9R9                          0  0 o
Q8Z9S5                          0  0 o
Q8Z9U4                          0  0 o
Q8Z9U5                          0  0 i
Q8Z9U9                          0  0 o
Q8Z9V5                          0  0 o
Q8Z9V6                          0  0 o
Q8Z9V7                         11  Y n3-14c18/19o28-47i59-79o91-112i119-143o163-182i371-391o397-420i432-452o464-485i492-510o530-550i
Q8Z9W6                          0  0 o
Q8Z9W7                          0  0 o
Q8Z9X0                          0  0 o
Q8Z9X7                          0  0 o
Q8Z9Y0                          0  0 o
Q8Z9Z1                          0  0 o
Q8ZA28                          8  0 i9-27o47-64i76-99o141-164i184-208o220-242i326-344o350-373i
Q8ZA46                          0  0 o
Q8ZA49                          0  0 o
Q8ZA50                          2  0 o6-24i90-110o
Q8ZA76                          0  0 o
Q8ZA88                          0  0 o
Q8ZAA7                          0  0 o
Q8ZAF1                         11  0 o6-25i37-64o70-89i110-132o152-174i181-198o204-219i226-244o336-360i380-398o404-429i
Q8ZAF2                          0  0 o
Q8ZAL4                          0  0 o
Q8ZAL8                          0  0 o
Q8ZAM2                          1  0 o6-22i
Q8ZAM3                          0  Y n9-20c28/29o
Q8ZAN6                          0  0 o
Q8ZAP0                          0  0 o
Q8ZAP1                          0  0 o
Q8ZAP2                          0  0 i
Q8ZAP3                          0  0 o
Q8ZAP4                          0  0 o
Q8ZAP5                          0  0 o
Q8ZAS3                          4  0 i16-34o54-73i85-102o108-127i
Q8ZAU2                          0  Y n4-14c22/23o
Q8ZAU5                          0  0 o
Q8ZAU8                         12  0 i12-30o36-54i66-85o91-111i118-139o151-170i352-371o377-393i405-424o430-447i454-474o480-501i
Q8ZAU9                          1  0 i12-32o
Q8ZAX6                          0  0 o
Q8ZAX8                          0  0 o
Q8ZB04                          0  0 o
Q8ZB38                          0  0 o
Q8ZB41                          0  0 o
Q8ZB62                          0  0 o
Q8ZB74                          0  0 o
Q8ZB81                          0  0 o
Q8ZB82                          0  0 o
Q8ZB83                          0  0 i
Q8ZB84                          0  0 o
Q8ZB88                          0  0 o
Q8ZB94                          0  0 o
Q8ZBA2                          0  0 o
Q8ZBA7                          0  0 o
Q8ZBB3                          0  0 o
Q8ZBC0                          0  0 o
Q8ZBC3                          0  0 i
Q8ZBC5                          0  0 o
Q8ZBG8                          0  0 o
Q8ZBH8                          0  0 o
Q8ZBH9                          0  0 o
Q8ZBL1                          0  0 o
Q8ZBM5                          0  0 o
Q8ZBP5                          0  Y n4-15c21/22o
Q8ZBP6                          0  0 o
Q8ZBQ3                          0  0 o
Q8ZBU2                          0  0 o
Q8ZBU7                          0  0 o
Q8ZBU8                          0  0 o
Q8ZBV0                          0  0 o
Q8ZBV2                          0  0 o
Q8ZBZ0                          0  0 o
Q8ZBZ3                          5  0 o41-61i73-95o101-122i134-155o175-198i
Q8ZC09                          0  0 o
Q8ZC18                          0  0 o
Q8ZC31                          0  Y n3-13c23/24o
Q8ZC32                          0  0 o
Q8ZC39                          0  0 o
Q8ZC42                          0  0 i
Q8ZC47                          0  0 o
Q8ZC52                          0  0 o
Q8ZC86                          0  0 o
Q8ZC96                          0  0 o
Q8ZC97                          0  0 o
Q8ZCC1                          0  0 o
Q8ZCD2                          0  0 o
Q8ZCD6                          1  0 o6-23i
Q8ZCG8                          0  0 o
Q8ZCH3                         14  0 i34-57o63-87i99-119o125-146i158-178o184-203i239-257o263-284i291-309o329-351i360-378o384-408i420-442o448-469i
Q8ZCK2                         11  0 i21-40o52-75i95-116o122-143i155-176o196-216i237-263o283-313i325-342o348-368i388-406o
Q8ZCP5                          0  0 o
Q8ZCS3                          0  0 o
Q8ZCS4                          0  0 o
Q8ZCT6                          0  0 o
Q8ZCT9                          0  0 o
Q8ZCU2                          0  0 o
Q8ZCV6                          0  0 o
Q8ZCV9                         11  Y n12-23c28/29o337-353i360-384o390-410i431-451o463-490i527-545o853-871i878-898o904-929i949-970o982-1008i
Q8ZCW0                         12  0 i21-41o343-362i369-390o396-419i440-460o472-496i517-533o539-557i861-885o905-931i968-988o1000-1022i
Q8ZCW1                          1  0 i12-31o
Q8ZD12                          0  0 o
Q8ZD43                          0  0 o
Q8ZD70                          0  0 o
Q8ZD84                          0  0 o
Q8ZD85                          0  0 o
Q8ZD89                          0  0 o
Q8ZD91                          0  0 o
Q8ZD92                          1  0 i21-44o
Q8ZD96                         12  Y n5-16c20/21o60-81i101-118o130-152i173-195o253-275i282-301o327-347i354-373o379-398i418-436o480-504i525-549o
Q8ZDC4                          0  Y n4-15c21/22o
Q8ZDC6                          0  0 o
Q8ZDF0                          0  0 o
Q8ZDF8                          0  0 o
Q8ZDH1                          0  Y n9-20c29/30o
Q8ZDP7                          0  0 o
Q8ZDW6                          0  0 o
Q8ZDW7                          0  0 i
Q8ZDW8                          0  0 o
Q8ZDX2                          0  0 o
Q8ZDX4                          8  0 i21-46o66-87i94-114o120-141i153-173o241-270i282-304o310-329i
Q8ZDZ8                         11  Y n10-21c29/30o45-69i90-107o127-147i159-181o187-212i245-270o276-301i313-336o356-378i387-407o419-438i
Q8ZE65                          0  Y n4-16c21/22o
Q8ZE81                          0  0 o
Q8ZEB3                         11  0 i7-34o54-71i122-139o145-163i175-200o220-240i252-275o295-315i327-347o353-378i385-405o
Q8ZEC8                          6  0 o6-26i38-59o71-92i99-122o134-154i166-187o
Q8ZED4                          6  0 i12-32o38-59i71-92o98-115i127-148o183-206i
Q8ZED8                          0  0 o
Q8ZEH0                          0  0 o
Q8ZEH5                          5  0 o20-39i51-70o76-96i117-139o151-170i
Q8ZEL7                          0  Y n3-11c16/17o
Q8ZEM1                          4  0 i12-33o45-64i71-90o145-166i
Q8ZES5                          0  0 o
Q8ZES7                          0  0 o
Q8ZEU2                          0  Y n13-20c28/29o
Q8ZEU8                          0  0 o
Q8ZEV5                          0  0 o
Q8ZEV7                          0  0 o
Q8ZEW3                         12  0 i12-35o41-58i78-94o100-116i136-159o165-189i210-235o247-264i276-294o300-317i337-357o369-388i
Q8ZEW6                          0  0 o
Q8ZEX8                          0  0 o
Q8ZEY0                          0  Y n11-24c28/29o
Q8ZF73                          0  0 o
Q8ZF85                          0  0 o
Q8ZFB1                          0  Y n6-19c23/24o
Q8ZFD5                          0  Y n4-15c23/24o
Q8ZFF8                          6  0 o6-29i41-62o68-86i106-126o132-153i165-182o
Q8ZFJ7                          3  Y n4-18c23/24o33-53i158-178o193-217i
Q8ZFJ9                          0  0 o
Q8ZFQ6                          0  0 o
Q8ZFT9                          0  0 o
Q8ZFW5                          0  0 o
Q8ZFX6                          0  0 o
Q8ZFX9                          0  0 o
Q8ZG65                          0  0 o
Q8ZG71                          0  0 o
Q8ZG78                          0  0 o
Q8ZGB1                          0  0 o
Q8ZGC3                         11  Y n8-18c23/24o39-62i74-92o98-120i132-154o160-178i204-223o235-254i266-286o292-311i323-345o351-369i
Q8ZGC6                          0  Y n4-15c23/24o
Q8ZGD5                          0  0 o
Q8ZGH1                         10  0 o12-30i37-55o61-85i92-114o161-181i383-403o409-426i447-464o476-498i536-560o
Q8ZGK7                          0  0 o
Q8ZGK8                          0  0 o
Q8ZGM4                          0  0 o
Q8ZGM5                          0  0 o
