# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8ZD36	OTHER	0.003008	0.996992	
Q8ZD40	SP(Sec/SPI)	0.995670	0.004330	CS pos: 19-20. VMA-AT. Pr: 0.8680
Q8ZD41	OTHER	0.002258	0.997742	
Q8ZD46	OTHER	0.000668	0.999332	
Q8ZD52	OTHER	0.494864	0.505136	
Q8ZD54	OTHER	0.047705	0.952295	
Q8ZD58	OTHER	0.001539	0.998461	
Q8ZD71	OTHER	0.000583	0.999417	
Q8ZD74	OTHER	0.001134	0.998866	
Q8ZD80	OTHER	0.007913	0.992087	
Q8ZD86	OTHER	0.002161	0.997839	
Q8ZD97	OTHER	0.000673	0.999327	
Q8ZD98	SP(Sec/SPI)	0.770130	0.229870	CS pos: 21-22. GIA-YP. Pr: 0.4578
Q8ZDB1	OTHER	0.002157	0.997843	
Q8ZDB2	OTHER	0.342101	0.657899	
Q8ZDD9	OTHER	0.000569	0.999431	
Q8ZDE1	OTHER	0.001547	0.998453	
Q8ZDG1	OTHER	0.001047	0.998953	
Q8ZDG3	OTHER	0.001865	0.998135	
Q8ZDG6	SP(Sec/SPI)	0.984232	0.015768	CS pos: 18-19. SAC-ID. Pr: 0.4634
Q8ZDG9	OTHER	0.002308	0.997692	
Q8ZDH0	OTHER	0.000246	0.999754	
Q8ZDH2	OTHER	0.015474	0.984526	
Q8ZDJ6	OTHER	0.014523	0.985477	
Q8ZDK3	OTHER	0.001041	0.998959	
Q8ZDL3	OTHER	0.007360	0.992640	
Q8ZDV4	OTHER	0.000872	0.999128	
Q8ZDW5	OTHER	0.000629	0.999371	
Q8ZDX0	OTHER	0.001221	0.998779	
Q8ZDX1	OTHER	0.002600	0.997400	
Q8ZDX6	OTHER	0.005504	0.994496	
Q8ZDX7	OTHER	0.000505	0.999495	
Q8ZDX9	SP(Sec/SPI)	0.799672	0.200328	CS pos: 26-27. VNS-RL. Pr: 0.7547
Q8ZDY0	OTHER	0.022415	0.977585	
Q8ZDY2	OTHER	0.000547	0.999453	
Q8ZDY4	OTHER	0.007226	0.992774	
Q8ZDZ6	SP(Sec/SPI)	0.966172	0.033828	CS pos: 25-26. SNA-KI. Pr: 0.3816
Q8ZE08	OTHER	0.000401	0.999599	
Q8ZE19	OTHER	0.001588	0.998412	
Q8ZE20	OTHER	0.001400	0.998600	
Q8ZE42	OTHER	0.000722	0.999278	
Q8ZE46	OTHER	0.002161	0.997839	
Q8ZE82	OTHER	0.001952	0.998048	
Q8ZEB6	OTHER	0.000614	0.999386	
Q8ZEC9	SP(Sec/SPI)	0.856252	0.143748	CS pos: 19-20. VSG-VV. Pr: 0.2663
Q8ZED2	OTHER	0.042066	0.957934	
Q8ZED3	SP(Sec/SPI)	0.752173	0.247827	CS pos: 28-29. VNS-LT. Pr: 0.1972
Q8ZEF0	OTHER	0.002945	0.997055	
Q8ZEG0	OTHER	0.001147	0.998853	
Q8ZEG6	OTHER	0.000365	0.999635	
Q8ZEG7	OTHER	0.000785	0.999215	
Q8ZEG8	OTHER	0.000450	0.999550	
Q8ZEG9	OTHER	0.001601	0.998399	
Q8ZEI2	OTHER	0.001005	0.998995	
Q8ZEJ1	OTHER	0.001782	0.998218	
Q8ZEK1	OTHER	0.001018	0.998982	
Q8ZEK7	OTHER	0.001021	0.998979	
Q8ZEL9	OTHER	0.000991	0.999009	
Q8ZES9	OTHER	0.000625	0.999375	
Q8ZEU5	OTHER	0.000828	0.999172	
Q8ZEU6	OTHER	0.001520	0.998480	
Q8ZEU7	OTHER	0.001191	0.998809	
Q8ZEV0	OTHER	0.001866	0.998134	
Q8ZEX4	OTHER	0.001446	0.998554	
Q8ZEX9	OTHER	0.002023	0.997977	
Q8ZEY1	OTHER	0.004844	0.995156	
Q8ZEY4	OTHER	0.002950	0.997050	
Q8ZF51	OTHER	0.004730	0.995270	
Q8ZF52	OTHER	0.000460	0.999540	
Q8ZF61	OTHER	0.076955	0.923045	
Q8ZFB2	SP(Sec/SPI)	0.897530	0.102470	CS pos: 20-21. GCA-YI. Pr: 0.4960
Q8ZFD6	OTHER	0.001292	0.998708	
Q8ZFH8	OTHER	0.001145	0.998855	
Q8ZFM0	OTHER	0.000301	0.999699	
Q8ZFQ3	OTHER	0.000232	0.999768	
Q8ZFQ5	OTHER	0.000803	0.999197	
Q8ZFR0	OTHER	0.001346	0.998654	
Q8ZFR4	OTHER	0.002512	0.997488	
Q8ZFS3	OTHER	0.000491	0.999509	
Q8ZFT4	OTHER	0.000323	0.999677	
Q8ZFT7	OTHER	0.003050	0.996950	
Q8ZFT8	OTHER	0.008511	0.991489	
Q8ZFU1	OTHER	0.002478	0.997522	
Q8ZFV7	OTHER	0.001578	0.998422	
Q8ZFV8	OTHER	0.001642	0.998358	
Q8ZFX4	OTHER	0.000510	0.999490	
Q8ZFX5	OTHER	0.000455	0.999545	
Q8ZFX7	OTHER	0.000615	0.999385	
Q8ZFX8	OTHER	0.001927	0.998073	
Q8ZFY0	OTHER	0.001052	0.998948	
Q8ZFY1	OTHER	0.000982	0.999018	
Q8ZFZ8	OTHER	0.001551	0.998449	
Q8ZFZ9	OTHER	0.044613	0.955387	
Q8ZG01	OTHER	0.054462	0.945538	
Q8ZG08	OTHER	0.015228	0.984772	
Q8ZG09	OTHER	0.000978	0.999022	
Q8ZG15	OTHER	0.000835	0.999165	
Q8ZG91	OTHER	0.001182	0.998818	
Q8ZG93	OTHER	0.000523	0.999477	
Q8ZG99	OTHER	0.004497	0.995503	
Q8ZGA1	OTHER	0.003600	0.996400	
Q8ZGA4	OTHER	0.002459	0.997541	
Q8ZGA8	OTHER	0.019964	0.980036	
Q8ZGA9	OTHER	0.039386	0.960614	
Q8ZGB3	OTHER	0.000857	0.999143	
Q8ZGB4	OTHER	0.001045	0.998955	
Q8ZGC4	OTHER	0.000220	0.999780	
Q8ZGC7	OTHER	0.002757	0.997243	
Q8ZGD2	OTHER	0.002623	0.997377	
Q8ZGE1	OTHER	0.001863	0.998137	
Q8ZGG1	OTHER	0.001484	0.998516	
Q8ZGH4	OTHER	0.005448	0.994552	
Q8ZGJ1	OTHER	0.008041	0.991959	
Q8ZGJ9	OTHER	0.000708	0.999292	
Q8ZGM2	OTHER	0.002159	0.997841	
Q8ZGR6	OTHER	0.001227	0.998773	
Q8ZGU5	OTHER	0.000558	0.999442	
Q8ZGV2	OTHER	0.002519	0.997481	
Q8ZGV9	OTHER	0.001327	0.998673	
Q8ZGW0	OTHER	0.005523	0.994477	
Q8ZGW2	OTHER	0.002149	0.997851	
Q8ZGW4	OTHER	0.001055	0.998945	
Q8ZGW5	OTHER	0.001711	0.998289	
Q8ZGW7	OTHER	0.000881	0.999119	
Q8ZGW9	OTHER	0.005280	0.994720	
Q8ZGX6	OTHER	0.002430	0.997570	
Q8ZGY3	OTHER	0.001188	0.998812	
Q8ZGY5	OTHER	0.001793	0.998207	
Q8ZGY8	OTHER	0.000682	0.999318	
Q8ZH00	OTHER	0.002292	0.997708	
Q8ZH30	OTHER	0.001437	0.998563	
Q8ZH36	OTHER	0.002239	0.997761	
Q8ZH37	OTHER	0.000651	0.999349	
Q8ZH38	OTHER	0.001286	0.998714	
Q8ZH52	OTHER	0.000314	0.999686	
Q8ZH54	OTHER	0.001604	0.998396	
Q8ZH57	OTHER	0.000609	0.999391	
Q8ZH59	OTHER	0.111279	0.888721	
Q8ZH61	OTHER	0.001128	0.998872	
Q8ZH62	OTHER	0.008258	0.991742	
Q8ZH64	OTHER	0.001306	0.998694	
Q8ZH68	OTHER	0.001216	0.998784	
Q8ZH69	OTHER	0.000985	0.999015	
Q8ZH72	OTHER	0.000896	0.999104	
Q8ZH75	OTHER	0.002499	0.997501	
Q8ZH78	OTHER	0.002050	0.997950	
Q8ZHE6	SP(Sec/SPI)	0.998432	0.001568	CS pos: 19-20. CSG-NK. Pr: 0.6335
Q8ZHE9	OTHER	0.000919	0.999081	
Q8ZHG7	OTHER	0.000665	0.999335	
Q8ZHG8	OTHER	0.002449	0.997551	
Q8ZHH3	OTHER	0.000665	0.999335	
Q8ZHH8	OTHER	0.001365	0.998635	
Q8ZHI8	OTHER	0.001032	0.998968	
Q8ZHK1	OTHER	0.000919	0.999081	
Q8ZHK5	OTHER	0.000311	0.999689	
Q8ZHP0	SP(Sec/SPI)	0.991616	0.008384	CS pos: 23-24. VLA-IE. Pr: 0.9529
Q8ZHV1	OTHER	0.000998	0.999002	
Q8ZI40	OTHER	0.002736	0.997264	
Q8ZI56	OTHER	0.001168	0.998832	
Q8ZI61	OTHER	0.002034	0.997966	
Q8ZI65	OTHER	0.454208	0.545792	
Q8ZI67	SP(Sec/SPI)	0.643065	0.356935	CS pos: 21-22. SSA-IL. Pr: 0.3856
Q8ZIE3	OTHER	0.001470	0.998530	
Q8ZIE7	OTHER	0.004317	0.995683	
Q8ZIE8	OTHER	0.003426	0.996574	
Q8ZIE9	OTHER	0.008767	0.991233	
Q8ZIF1	OTHER	0.046266	0.953734	
Q8ZIF2	OTHER	0.000818	0.999182	
Q8ZIG8	OTHER	0.000550	0.999450	
Q8ZIG9	OTHER	0.001359	0.998641	
Q8ZIH0	OTHER	0.000699	0.999301	
Q8ZII0	OTHER	0.003795	0.996205	
Q8ZIK1	OTHER	0.001198	0.998802	
Q8ZIK5	OTHER	0.000635	0.999365	
Q8ZIL6	OTHER	0.001599	0.998401	
Q8ZIL9	SP(Sec/SPI)	0.593422	0.406578	CS pos: 26-27. ISS-KQ. Pr: 0.3352
Q8ZIM0	OTHER	0.000999	0.999001	
Q8ZIM6	OTHER	0.000371	0.999629	
Q8ZIM7	OTHER	0.002565	0.997435	
Q8ZIN2	OTHER	0.000929	0.999071	
Q8ZIN5	OTHER	0.013726	0.986274	
Q8ZIP0	OTHER	0.004098	0.995902	
Q8ZIP1	OTHER	0.004999	0.995001	
Q8ZIQ2	OTHER	0.001214	0.998786	
Q8ZIQ3	OTHER	0.168425	0.831575	
Q8ZIQ4	OTHER	0.000981	0.999019	
Q8ZIV4	OTHER	0.000678	0.999322	
Q8ZIV7	OTHER	0.002410	0.997590	
Q8ZIW2	OTHER	0.000599	0.999401	
Q8ZIW3	OTHER	0.001148	0.998852	
Q8ZIX0	OTHER	0.000730	0.999270	
Q8ZIX1	OTHER	0.001512	0.998488	
Q8ZIX3	OTHER	0.000783	0.999217	
Q8ZIY3	OTHER	0.000400	0.999600	
Q8ZIY4	OTHER	0.000802	0.999198	
Q8ZIY9	SP(Sec/SPI)	0.993248	0.006752	CS pos: 24-25. AQS-SL. Pr: 0.7475
Q8ZJ02	OTHER	0.001963	0.998037	
Q8ZJ03	OTHER	0.051560	0.948440	
Q8ZJ06	OTHER	0.000756	0.999244	
Q8ZJ07	OTHER	0.000254	0.999746	
Q8ZJ10	OTHER	0.001570	0.998430	
Q8ZJ14	OTHER	0.000904	0.999096	
Q8ZJ16	OTHER	0.000923	0.999077	
Q8ZJ18	OTHER	0.015787	0.984213	
Q8ZJ20	OTHER	0.001808	0.998192	
Q8ZJ74	OTHER	0.000663	0.999337	
Q8ZJ81	OTHER	0.002235	0.997765	
Q8ZJ87	OTHER	0.000858	0.999142	
Q8ZJB2	OTHER	0.000720	0.999280	
Q8ZJC5	OTHER	0.011416	0.988584	
Q8ZJD0	OTHER	0.005496	0.994504	
Q8ZJF2	OTHER	0.002410	0.997590	
Q8ZJF3	OTHER	0.001344	0.998656	
Q8ZJF6	OTHER	0.001853	0.998147	
Q8ZJF7	OTHER	0.000555	0.999445	
Q8ZJG9	OTHER	0.001445	0.998555	
Q8ZJI2	OTHER	0.001726	0.998274	
Q8ZJI3	OTHER	0.001202	0.998798	
Q8ZJJ4	OTHER	0.001158	0.998842	
Q8ZJK9	OTHER	0.001618	0.998382	
Q8ZJL6	OTHER	0.002910	0.997090	
Q8ZJL7	OTHER	0.005048	0.994952	
Q8ZJN0	OTHER	0.003205	0.996795	
Q8ZJN2	OTHER	0.001969	0.998031	
Q8ZJN4	OTHER	0.007474	0.992526	
Q8ZJN9	OTHER	0.001515	0.998485	
Q8ZJP5	OTHER	0.001037	0.998963	
Q8ZJP6	OTHER	0.000312	0.999688	
Q8ZJP7	OTHER	0.000612	0.999388	
Q8ZJP8	OTHER	0.002639	0.997361	
Q8ZJS4	OTHER	0.001984	0.998016	
Q8ZJT1	OTHER	0.000637	0.999363	
Q93PE0	OTHER	0.006945	0.993055	
Q9F7D4	OTHER	0.009743	0.990257	
Q9X6B2	OTHER	0.109653	0.890347	
Q9ZC45	OTHER	0.003949	0.996051	
Q9ZC67	OTHER	0.001504	0.998496	
Q9ZC70	OTHER	0.007751	0.992249	
Q9ZC74	OTHER	0.003885	0.996115	
Q9ZFR9	OTHER	0.000820	0.999180	
A0A0H2W126	SP(Sec/SPI)	0.985286	0.014714	CS pos: 22-23. CSS-NK. Pr: 0.6789
A0A0H2W1E9	OTHER	0.053008	0.946992	
A0A0H2W1U9	OTHER	0.052132	0.947868	
A0A0H2W1Y0	OTHER	0.000526	0.999474	
A0A0H2W269	OTHER	0.000544	0.999456	
A0A0H2W2F7	OTHER	0.000782	0.999218	
A0A0H2W2H2	OTHER	0.001101	0.998899	
A0A0H2W2Q9	OTHER	0.006420	0.993580	
A0A0H2W2V7	OTHER	0.220282	0.779718	
A0A0H2W324	SP(Sec/SPI)	0.503145	0.496855	CS pos: 30-31. VFA-TL. Pr: 0.4535
A0A0H2W3E3	SP(Sec/SPI)	0.542762	0.457238	CS pos: 25-26. PLA-ID. Pr: 0.2590
A0A0H2W3N2	OTHER	0.090100	0.909900	
A0A0H2W3U3	SP(Sec/SPI)	0.911442	0.088558	CS pos: 21-22. VWA-TP. Pr: 0.8506
A0A0H2W3V7	OTHER	0.001778	0.998222	
A0A0H2W3Z5	SP(Sec/SPI)	0.916779	0.083221	CS pos: 27-28. AIA-RG. Pr: 0.2131
A0A0H2W456	OTHER	0.002170	0.997830	
A0A0H2W4J9	OTHER	0.005229	0.994771	
A0A0H2W4K8	OTHER	0.053274	0.946726	
A0A0H2W4U2	OTHER	0.000849	0.999151	
A0A0H2W4W5	OTHER	0.001375	0.998625	
A0A0H2W4W6	SP(Sec/SPI)	0.607462	0.392538	CS pos: 16-17. AYG-WY. Pr: 0.3627
A0A0H2W4Z6	OTHER	0.001775	0.998225	
A0A0H2W572	SP(Sec/SPI)	0.970998	0.029002	CS pos: 23-24. AIA-ES. Pr: 0.7079
A0A0H2W593	OTHER	0.001535	0.998465	
A0A0H2W5A8	OTHER	0.001068	0.998932	
A0A0H2W5E0	OTHER	0.065426	0.934574	
A0A0H2W5L9	SP(Sec/SPI)	0.647356	0.352644	CS pos: 19-20. LGI-DL. Pr: 0.1855
A0A0H2W604	OTHER	0.153938	0.846062	
A0A0H2W6P6	OTHER	0.000839	0.999161	
A0A0H2W6T7	OTHER	0.002881	0.997119	
A0A0H2W6Y1	OTHER	0.003178	0.996822	
A0A0H2W6Y6	OTHER	0.008382	0.991618	
A0A0H2W7D1	OTHER	0.027868	0.972132	
A0A0H2W7E2	SP(Sec/SPI)	0.990054	0.009946	CS pos: 23-24. AWA-ED. Pr: 0.9702
A0A0H2W7K1	OTHER	0.020836	0.979164	
A0A0H2W7Q4	SP(Sec/SPI)	0.993215	0.006785	CS pos: 18-19. CTL-LP. Pr: 0.2658
A0A0H2W7Q5	OTHER	0.002541	0.997459	
A0A0H2W822	OTHER	0.000833	0.999167	
A0A0H2W8Z8	OTHER	0.005978	0.994022	
A0A0H2W914	OTHER	0.355666	0.644334	
A0A0H2W9T2	OTHER	0.000716	0.999284	
A0A2S9PBR0	SP(Sec/SPI)	0.742347	0.257653	CS pos: 28-29. TFA-AN. Pr: 0.4978
A0A2S9PBT6	OTHER	0.090878	0.909122	
A0A2S9PCZ0	OTHER	0.003168	0.996832	
A0A2S9PCZ7	OTHER	0.050363	0.949637	
A0A2S9PDG8	OTHER	0.034638	0.965362	
A0A2S9PDM1	OTHER	0.001851	0.998149	
A0A2S9PE25	OTHER	0.003464	0.996536	
A0A2S9PE70	OTHER	0.006207	0.993793	
A0A2S9PEA4	OTHER	0.000525	0.999475	
A0A2S9PES5	OTHER	0.000817	0.999183	
A0A2S9PFA1	SP(Sec/SPI)	0.999395	0.000605	CS pos: 21-22. ANA-DD. Pr: 0.9465
A0A2S9PFC1	SP(Sec/SPI)	0.642174	0.357826	CS pos: 25-26. THG-QV. Pr: 0.5451
A0A2S9PFD7	OTHER	0.000462	0.999538	
A0A2S9PFE9	OTHER	0.024017	0.975983	
A0A2S9PFY3	OTHER	0.000694	0.999306	
A0A2S9PG08	OTHER	0.005249	0.994751	
A0A2S9PG20	OTHER	0.006461	0.993539	
A0A2S9PGG2	SP(Sec/SPI)	0.977985	0.022015	CS pos: 22-23. VFA-LP. Pr: 0.9180
A0A2S9PGH2	OTHER	0.003173	0.996827	
A0A2S9PH40	OTHER	0.002859	0.997141	
A0A2S9PHF5	OTHER	0.000902	0.999098	
A0A2S9PHG4	OTHER	0.144552	0.855448	
A0A2S9PHG8	OTHER	0.007445	0.992555	
A0A2S9PHH2	OTHER	0.050212	0.949788	
A0A2S9PHP3	OTHER	0.068712	0.931288	
A0A2S9PHX5	SP(Sec/SPI)	0.999197	0.000803	CS pos: 19-20. ALA-AE. Pr: 0.9118
A0A2S9PID6	OTHER	0.026807	0.973193	
A0A2S9PID8	OTHER	0.002574	0.997426	
A0A2S9PIF9	SP(Sec/SPI)	0.990382	0.009618	CS pos: 24-25. SWA-AI. Pr: 0.9378
A0A2S9PII4	SP(Sec/SPI)	0.977410	0.022590	CS pos: 23-24. CQS-RP. Pr: 0.8604
A0A2S9PIX0	OTHER	0.000861	0.999139	
A0A2S9PIZ5	OTHER	0.078516	0.921484	
A0A2S9PJ11	OTHER	0.000899	0.999101	
A0A2S9PJE2	OTHER	0.001495	0.998505	
A0A2S9PJH3	SP(Sec/SPI)	0.531081	0.468919	CS pos: 26-27. IGA-ER. Pr: 0.2656
A0A2S9PJH9	OTHER	0.000568	0.999432	
A0A2S9PJM4	OTHER	0.002212	0.997788	
A0A2S9PKH7	OTHER	0.000856	0.999144	
A0A2S9PKI3	OTHER	0.005974	0.994026	
A0A2S9PLJ3	SP(Sec/SPI)	0.997940	0.002060	CS pos: 21-22. AYA-AN. Pr: 0.9806
A0A2S9PLS4	OTHER	0.000508	0.999492	
A0A2S9PLT4	OTHER	0.109471	0.890529	
A0A2S9PLV7	OTHER	0.001541	0.998459	
A0A2U2GUP5	OTHER	0.000985	0.999015	
A0A2U2GV98	OTHER	0.036350	0.963650	
A0A2U2GVC0	OTHER	0.000997	0.999003	
A0A2U2GVE3	OTHER	0.000161	0.999839	
A0A2U2GVR3	OTHER	0.002334	0.997666	
A0A2U2GVS8	OTHER	0.007065	0.992935	
A0A2U2GVZ6	OTHER	0.017284	0.982716	
A0A2U2GWA7	OTHER	0.000094	0.999906	
A0A2U2GWA8	OTHER	0.022554	0.977446	
A0A2U2GWB8	OTHER	0.007639	0.992361	
A0A2U2GWF1	OTHER	0.000874	0.999126	
A0A2U2GWG2	OTHER	0.000780	0.999220	
A0A2U2GWJ4	OTHER	0.008067	0.991933	
A0A2U2GWQ4	OTHER	0.000442	0.999558	
A0A2U2GWT5	OTHER	0.003240	0.996760	
A0A2U2GWW3	OTHER	0.001103	0.998897	
A0A2U2GX38	OTHER	0.015042	0.984958	
A0A2U2GX74	OTHER	0.224118	0.775882	
A0A2U2GXB4	OTHER	0.000874	0.999126	
A0A2U2GXE2	OTHER	0.032542	0.967458	
A0A2U2GXJ1	OTHER	0.000774	0.999226	
A0A2U2GXQ5	OTHER	0.003781	0.996219	
A0A2U2GXW6	OTHER	0.001217	0.998783	
A0A2U2GY19	OTHER	0.000571	0.999429	
A0A2U2GY47	OTHER	0.003670	0.996330	
A0A2U2GY63	OTHER	0.003522	0.996478	
A0A2U2GYB8	OTHER	0.001044	0.998956	
A0A2U2GYE9	OTHER	0.058588	0.941412	
A0A2U2GYH3	OTHER	0.003059	0.996941	
A0A2U2GYL1	OTHER	0.006542	0.993458	
A0A2U2GYP4	OTHER	0.001059	0.998941	
A0A2U2GYQ7	OTHER	0.001543	0.998457	
A0A2U2GYS8	OTHER	0.000785	0.999215	
A0A2U2GYT1	OTHER	0.001597	0.998403	
A0A2U2GYT2	OTHER	0.008348	0.991652	
A0A2U2GYU0	OTHER	0.000155	0.999845	
A0A2U2GYU3	OTHER	0.001120	0.998880	
A0A2U2GYU9	OTHER	0.002181	0.997819	
A0A2U2GYV9	OTHER	0.462883	0.537117	
A0A2U2GYW6	OTHER	0.002992	0.997008	
A0A2U2GYW9	OTHER	0.032095	0.967905	
A0A2U2GZ06	OTHER	0.028854	0.971146	
A0A2U2GZ14	OTHER	0.002277	0.997723	
A0A2U2GZ53	OTHER	0.001199	0.998801	
A0A2U2GZB5	SP(Sec/SPI)	0.997805	0.002195	CS pos: 23-24. ANA-AE. Pr: 0.8740
A0A2U2GZI4	OTHER	0.001087	0.998913	
A0A2U2GZI5	OTHER	0.001227	0.998773	
A0A2U2GZK2	OTHER	0.001894	0.998106	
A0A2U2GZS7	OTHER	0.002176	0.997824	
A0A2U2GZV9	OTHER	0.000804	0.999196	
A0A2U2GZX0	SP(Sec/SPI)	0.874093	0.125907	CS pos: 22-23. AAC-SS. Pr: 0.1881
A0A2U2GZZ7	OTHER	0.003978	0.996022	
A0A2U2H043	OTHER	0.000785	0.999215	
A0A2U2H066	OTHER	0.000753	0.999247	
A0A2U2H076	OTHER	0.003137	0.996863	
A0A2U2H077	OTHER	0.002674	0.997326	
A0A2U2H0F4	OTHER	0.002171	0.997829	
A0A2U2H0F7	OTHER	0.020869	0.979131	
A0A2U2H0I2	OTHER	0.015653	0.984347	
A0A2U2H0M8	OTHER	0.000229	0.999771	
A0A2U2H0P4	OTHER	0.003292	0.996708	
A0A2U2H143	OTHER	0.000459	0.999541	
A0A2U2H155	OTHER	0.001706	0.998294	
A0A2U2H1F2	OTHER	0.002003	0.997997	
A0A2U2H1F8	OTHER	0.002054	0.997946	
A0A2U2H1G9	OTHER	0.015815	0.984185	
A0A2U2H1Y1	OTHER	0.003856	0.996144	
A0A2U2H279	OTHER	0.000253	0.999747	
A0A2U2H281	OTHER	0.002120	0.997880	
A0A2U2H298	SP(Sec/SPI)	0.741180	0.258820	CS pos: 26-27. ALA-IS. Pr: 0.6028
A0A2U2H2E9	OTHER	0.001442	0.998558	
A0A2U2H2G3	OTHER	0.000658	0.999342	
A0A2U2H2H7	SP(Sec/SPI)	0.702585	0.297415	CS pos: 26-27. MSG-FN. Pr: 0.2384
A0A2U2H2J9	OTHER	0.000472	0.999528	
A0A2U2H2T8	OTHER	0.000738	0.999262	
A0A2U2H2U2	OTHER	0.001549	0.998451	
A0A2U2H2X5	OTHER	0.006503	0.993497	
A0A2U2H2Y2	SP(Sec/SPI)	0.989139	0.010861	CS pos: 18-19. GCA-KQ. Pr: 0.3371
A0A2U2H2Z3	OTHER	0.000825	0.999175	
A0A2U2H307	OTHER	0.000534	0.999466	
A0A2U2H334	OTHER	0.468839	0.531161	
A0A2U2H338	SP(Sec/SPI)	0.987646	0.012354	CS pos: 24-25. TFA-AT. Pr: 0.8266
A0A2U2H3F7	OTHER	0.000370	0.999630	
A0A2U2H3G7	OTHER	0.026102	0.973898	
A0A2U2H3H7	OTHER	0.000333	0.999667	
A0A2U2H3J9	OTHER	0.000524	0.999476	
A0A2U2H3R5	OTHER	0.000786	0.999214	
A0A2U2H3T5	OTHER	0.020448	0.979552	
A0A2U2H3V9	OTHER	0.021476	0.978524	
A0A2U2H401	OTHER	0.001387	0.998613	
A0A2U2H410	OTHER	0.000158	0.999842	
A0A2U2H415	OTHER	0.015192	0.984808	
A0A2U2H434	OTHER	0.000819	0.999181	
A0A2U2H437	OTHER	0.000582	0.999418	
A0A2U2H458	SP(Sec/SPI)	0.998958	0.001042	CS pos: 21-22. SHA-AE. Pr: 0.9760
A0A2U2H4C4	OTHER	0.008406	0.991594	
A0A2U2H4D0	OTHER	0.022126	0.977874	
A0A2U2H4G0	OTHER	0.000872	0.999128	
A0A2U2H4K5	OTHER	0.001818	0.998182	
A0A380PC31	OTHER	0.003490	0.996510	
A0A380PCU5	OTHER	0.010818	0.989182	
A0A380PDF6	OTHER	0.000390	0.999610	
A0A380PDG1	OTHER	0.000802	0.999198	
A0A380PDK0	OTHER	0.003176	0.996824	
A0A380PDR5	OTHER	0.000763	0.999237	
A0A380PDV6	OTHER	0.051742	0.948258	
A0A380PE71	OTHER	0.001154	0.998846	
A0A380PE79	OTHER	0.000940	0.999060	
A0A380PE85	OTHER	0.000922	0.999078	
A0A380PEF7	OTHER	0.099111	0.900889	
A0A380PEG8	OTHER	0.001047	0.998953	
A0A380PEH2	OTHER	0.000977	0.999023	
A0A380PEM8	OTHER	0.000979	0.999021	
A0A380PER4	OTHER	0.001479	0.998521	
A0A380PET5	OTHER	0.335878	0.664122	
A0A380PEW7	OTHER	0.249177	0.750823	
A0A380PEY2	OTHER	0.000751	0.999249	
A0A380PF58	OTHER	0.002224	0.997776	
A0A380PF70	OTHER	0.002806	0.997194	
A0A380PFL4	OTHER	0.046045	0.953955	
A0A380PG04	OTHER	0.000627	0.999373	
A0A380PG60	OTHER	0.001380	0.998620	
A0A380PGH6	OTHER	0.000393	0.999607	
A0A380PGV0	OTHER	0.051860	0.948140	
A0A380PGX5	OTHER	0.001395	0.998605	
A0A380PH23	OTHER	0.180104	0.819896	
A0A380PH92	SP(Sec/SPI)	0.954786	0.045214	CS pos: 28-29. CTG-DA. Pr: 0.7145
A0A380PH95	OTHER	0.000971	0.999029	
A0A380PHJ8	OTHER	0.013705	0.986295	
A0A380PHT0	OTHER	0.001716	0.998284	
A0A380PHU0	SP(Sec/SPI)	0.921254	0.078746	CS pos: 25-26. ANA-AQ. Pr: 0.6561
A0A380PHU4	OTHER	0.000703	0.999297	
A0A380PI58	OTHER	0.000814	0.999186	
A0A380PIA0	OTHER	0.226240	0.773760	
A0A380PID0	SP(Sec/SPI)	0.982343	0.017657	CS pos: 23-24. GFS-KE. Pr: 0.9115
A0A380PIJ8	OTHER	0.000327	0.999673	
A0A380PIP9	OTHER	0.001506	0.998494	
A0A380PIV1	OTHER	0.015360	0.984640	
A0A380PJ51	OTHER	0.006560	0.993440	
A0A380PJC2	OTHER	0.002050	0.997950	
A0A380PJN0	OTHER	0.004817	0.995183	
A0A380PJU6	OTHER	0.004170	0.995830	
A0A380PJW4	OTHER	0.000566	0.999434	
A0A380PJZ5	OTHER	0.002138	0.997862	
A0A380PK46	OTHER	0.432342	0.567658	
A0A380PKA4	OTHER	0.001168	0.998832	
A0A380PKE2	OTHER	0.002206	0.997794	
A0A380PKI1	OTHER	0.000838	0.999162	
A0A380PKK2	OTHER	0.001166	0.998834	
A0A380PKN3	OTHER	0.001969	0.998031	
A0A380PKT9	OTHER	0.001886	0.998114	
A0A380PL06	OTHER	0.002514	0.997486	
A0A380PLH9	OTHER	0.002266	0.997734	
A0A380PLJ4	OTHER	0.000216	0.999784	
A0A380PLK3	OTHER	0.001635	0.998365	
A0A380PM08	SP(Sec/SPI)	0.644076	0.355924	CS pos: 21-22. IWC-FE. Pr: 0.5809
A0A380PM51	OTHER	0.009836	0.990164	
A0A380PMD7	OTHER	0.003372	0.996628	
A0A380PMG2	OTHER	0.194074	0.805926	
A0A380PMG9	OTHER	0.240671	0.759329	
A0A380PMZ3	OTHER	0.001298	0.998702	
A0A380PNF4	OTHER	0.000359	0.999641	
A0A380PNY9	OTHER	0.021211	0.978789	
A0A380SAV6	OTHER	0.001265	0.998735	
A0A380SB12	OTHER	0.019636	0.980364	
A0A380SBN9	OTHER	0.001697	0.998303	
A0A380SCR0	OTHER	0.001166	0.998834	
